"Plot Title: 1283001 "
"#","Time, GMT-05:00","K-Type, °C","Started","Button Down","Button Up","Host Connected","Stopped","End Of File"
1,08/25/15 11:09:43.457 AM,27.33,Logged,,,,,
2,08/25/15 11:09:44.457 AM,27.33,,,,,,
3,08/25/15 11:09:45.457 AM,27.33,,,,,,
4,08/25/15 11:09:46.457 AM,27.67,,,,,,
5,08/25/15 11:09:47.457 AM,27.33,,,,,,
6,08/25/15 11:09:48.457 AM,27.33,,,,,,
7,08/25/15 11:09:49.457 AM,27.33,,,,,,
8,08/25/15 11:09:50.457 AM,27.33,,,,,,
9,08/25/15 11:09:51.457 AM,27.33,,,,,,
10,08/25/15 11:09:52.457 AM,27.33,,,,,,
11,08/25/15 11:09:53.457 AM,27.33,,,,,,
12,08/25/15 11:09:54.457 AM,27.33,,,,,,
13,08/25/15 11:09:55.457 AM,27.33,,,,,,
14,08/25/15 11:09:56.457 AM,27.33,,,,,,
15,08/25/15 11:09:57.457 AM,27.33,,,,,,
16,08/25/15 11:09:58.457 AM,27.33,,,,,,
17,08/25/15 11:09:59.457 AM,27.33,,,,,,
18,08/25/15 11:10:00.457 AM,27.33,,,,,,
19,08/25/15 11:10:01.457 AM,27.33,,,,,,
20,08/25/15 11:10:02.457 AM,27.33,,,,,,
21,08/25/15 11:10:03.457 AM,27.33,,,,,,
22,08/25/15 11:10:04.457 AM,27.33,,,,,,
23,08/25/15 11:10:05.457 AM,27.33,,,,,,
24,08/25/15 11:10:06.457 AM,27.33,,,,,,
25,08/25/15 11:10:07.457 AM,27.33,,,,,,
26,08/25/15 11:10:08.457 AM,27.33,,,,,,
27,08/25/15 11:10:09.457 AM,27.33,,,,,,
28,08/25/15 11:10:10.457 AM,27.33,,,,,,
29,08/25/15 11:10:11.457 AM,27.33,,,,,,
30,08/25/15 11:10:12.457 AM,27.33,,,,,,
31,08/25/15 11:10:13.457 AM,27.33,,,,,,
32,08/25/15 11:10:14.457 AM,27.33,,,,,,
33,08/25/15 11:10:15.457 AM,27.33,,,,,,
34,08/25/15 11:10:16.457 AM,27.33,,,,,,
35,08/25/15 11:10:17.457 AM,27.33,,,,,,
36,08/25/15 11:10:18.457 AM,27.33,,,,,,
37,08/25/15 11:10:19.457 AM,27.33,,,,,,
38,08/25/15 11:10:20.457 AM,27.33,,,,,,
39,08/25/15 11:10:21.457 AM,27.33,,,,,,
40,08/25/15 11:10:22.457 AM,27.33,,,,,,
41,08/25/15 11:10:23.457 AM,27.33,,,,,,
42,08/25/15 11:10:24.457 AM,27.33,,,,,,
43,08/25/15 11:10:25.457 AM,27.33,,,,,,
44,08/25/15 11:10:26.457 AM,27.33,,,,,,
45,08/25/15 11:10:27.457 AM,27.33,,,,,,
46,08/25/15 11:10:28.457 AM,27.33,,,,,,
47,08/25/15 11:10:29.457 AM,27.67,,,,,,
48,08/25/15 11:10:30.457 AM,27.33,,,,,,
