"Plot Title: 1253388 "
"#","Time, GMT-05:00","K-Type, °C","Started","Button Down","Button Up","Host Connected","Stopped","End Of File"
276,08/20/15 11:03:02.843 AM,22.63,,,,,,
277,08/20/15 11:03:03.843 AM,22.29,,,,,,
278,08/20/15 11:03:04.843 AM,22.63,,,,,,
279,08/20/15 11:03:05.843 AM,22.63,,,,,,
280,08/20/15 11:03:06.843 AM,22.63,,,,,,
281,08/20/15 11:03:07.843 AM,22.29,,,,,,
282,08/20/15 11:03:08.843 AM,22.63,,,,,,
283,08/20/15 11:03:09.843 AM,22.63,,,,,,
284,08/20/15 11:03:10.843 AM,22.29,,,,,,
285,08/20/15 11:03:11.843 AM,22.63,,,,,,
286,08/20/15 11:03:12.843 AM,22.63,,,,,,
287,08/20/15 11:03:13.843 AM,22.29,,,,,,
288,08/20/15 11:03:14.843 AM,22.29,,,,,,
289,08/20/15 11:03:15.843 AM,22.63,,,,,,
290,08/20/15 11:03:16.843 AM,22.63,,,,,,
291,08/20/15 11:03:17.843 AM,22.63,,,,,,
292,08/20/15 11:03:18.843 AM,22.63,,,,,,
293,08/20/15 11:03:19.843 AM,22.29,,,,,,
294,08/20/15 11:03:20.843 AM,22.29,,,,,,
295,08/20/15 11:03:21.843 AM,22.29,,,,,,
296,08/20/15 11:03:22.843 AM,22.63,,,,,,
297,08/20/15 11:03:23.843 AM,22.63,,,,,,
298,08/20/15 11:03:24.843 AM,22.63,,,,,,
299,08/20/15 11:03:25.843 AM,22.63,,,,,,
300,08/20/15 11:03:26.843 AM,22.63,,,,,,
301,08/20/15 11:03:27.843 AM,22.63,,,,,,
302,08/20/15 11:03:28.843 AM,22.63,,,,,,
303,08/20/15 11:03:29.843 AM,22.63,,,,,,
304,08/20/15 11:03:30.843 AM,22.63,,,,,,
305,08/20/15 11:03:31.843 AM,22.63,,,,,,
306,08/20/15 11:03:32.843 AM,22.63,,,,,,
307,08/20/15 11:03:33.843 AM,22.63,,,,,,
