"Plot Title: 1253389 "
"#","Time, GMT-05:00","K-Type, °C","Started","Button Down","Button Up","Host Connected","Stopped","End Of File"
1,08/20/15 10:58:28.366 AM,21.96,Logged,,,,,
2,08/20/15 10:58:29.366 AM,21.62,,,,,,
3,08/20/15 10:58:30.366 AM,21.62,,,,,,
4,08/20/15 10:58:31.366 AM,21.62,,,,,,
5,08/20/15 10:58:32.366 AM,21.62,,,,,,
6,08/20/15 10:58:33.366 AM,21.62,,,,,,
7,08/20/15 10:58:34.366 AM,21.62,,,,,,
8,08/20/15 10:58:35.366 AM,21.62,,,,,,
9,08/20/15 10:58:36 AM,,,Logged,,,,
10,08/20/15 10:58:36.366 AM,21.62,,,,,,
11,08/20/15 10:58:37.366 AM,21.62,,,,,,
12,08/20/15 10:58:38 AM,,,,Logged,,,
13,08/20/15 10:58:38.366 AM,21.62,,,,,,
14,08/20/15 10:58:39.366 AM,21.62,,,,,,
15,08/20/15 10:58:40.366 AM,21.62,,,,,,
16,08/20/15 10:58:41.366 AM,21.62,,,,,,
17,08/20/15 10:58:42.366 AM,21.62,,,,,,
18,08/20/15 10:58:43.366 AM,21.96,,,,,,
19,08/20/15 10:58:44.366 AM,21.62,,,,,,
20,08/20/15 10:58:45.366 AM,21.62,,,,,,
21,08/20/15 10:58:46.366 AM,21.62,,,,,,
22,08/20/15 10:58:47.366 AM,21.62,,,,,,
23,08/20/15 10:58:48.366 AM,21.96,,,,,,
24,08/20/15 10:58:49.366 AM,21.62,,,,,,
25,08/20/15 10:58:50.366 AM,21.96,,,,,,
26,08/20/15 10:58:51.366 AM,21.96,,,,,,
27,08/20/15 10:58:52.366 AM,21.96,,,,,,
28,08/20/15 10:58:53.366 AM,21.96,,,,,,
29,08/20/15 10:58:54.366 AM,21.62,,,,,,
30,08/20/15 10:58:55.366 AM,21.96,,,,,,
31,08/20/15 10:58:56.366 AM,21.96,,,,,,
32,08/20/15 10:58:57.366 AM,21.96,,,,,,
33,08/20/15 10:58:58.366 AM,21.96,,,,,,
34,08/20/15 10:58:59.366 AM,21.96,,,,,,
35,08/20/15 10:59:00.366 AM,21.96,,,,,,
36,08/20/15 10:59:01.366 AM,21.96,,,,,,
37,08/20/15 10:59:02.366 AM,21.96,,,,,,
38,08/20/15 10:59:03.366 AM,21.96,,,,,,
39,08/20/15 10:59:04.366 AM,21.96,,,,,,
40,08/20/15 10:59:05.366 AM,21.96,,,,,,
41,08/20/15 10:59:06.366 AM,21.96,,,,,,
42,08/20/15 10:59:07.366 AM,21.96,,,,,,
43,08/20/15 10:59:08.366 AM,21.96,,,,,,
44,08/20/15 10:59:09.366 AM,21.96,,,,,,
45,08/20/15 10:59:10.366 AM,21.96,,,,,,
46,08/20/15 10:59:11.366 AM,21.96,,,,,,
47,08/20/15 10:59:12.366 AM,21.96,,,,,,
48,08/20/15 10:59:13.366 AM,21.96,,,,,,
49,08/20/15 10:59:14.366 AM,21.96,,,,,,
50,08/20/15 10:59:15.366 AM,21.96,,,,,,
51,08/20/15 10:59:16.366 AM,21.96,,,,,,
52,08/20/15 10:59:17.366 AM,21.96,,,,,,
53,08/20/15 10:59:18.366 AM,21.96,,,,,,
54,08/20/15 10:59:19.366 AM,21.96,,,,,,
55,08/20/15 10:59:20.366 AM,21.96,,,,,,
56,08/20/15 10:59:21.366 AM,21.96,,,,,,
57,08/20/15 10:59:22.366 AM,21.96,,,,,,
58,08/20/15 10:59:23.366 AM,21.96,,,,,,
59,08/20/15 10:59:24.366 AM,21.96,,,,,,
60,08/20/15 10:59:25.366 AM,21.96,,,,,,
61,08/20/15 10:59:26.366 AM,21.96,,,,,,
62,08/20/15 10:59:27.366 AM,21.96,,,,,,
63,08/20/15 10:59:28.366 AM,21.96,,,,,,
64,08/20/15 10:59:29.366 AM,21.96,,,,,,
65,08/20/15 10:59:30.366 AM,21.96,,,,,,
66,08/20/15 10:59:31.366 AM,21.96,,,,,,
67,08/20/15 10:59:32.366 AM,21.96,,,,,,
68,08/20/15 10:59:33.366 AM,21.96,,,,,,
69,08/20/15 10:59:34.366 AM,21.96,,,,,,
70,08/20/15 10:59:35.366 AM,21.96,,,,,,
71,08/20/15 10:59:36.366 AM,21.96,,,,,,
72,08/20/15 10:59:37.366 AM,21.96,,,,,,
73,08/20/15 10:59:38.366 AM,21.96,,,,,,
74,08/20/15 10:59:39.366 AM,21.96,,,,,,
75,08/20/15 10:59:40.366 AM,21.96,,,,,,
76,08/20/15 10:59:41.366 AM,21.96,,,,,,
77,08/20/15 10:59:42.366 AM,21.96,,,,,,
78,08/20/15 10:59:43.366 AM,22.29,,,,,,
79,08/20/15 10:59:44.366 AM,21.96,,,,,,
80,08/20/15 10:59:45.366 AM,21.96,,,,,,
81,08/20/15 10:59:46.366 AM,21.96,,,,,,
82,08/20/15 10:59:47.366 AM,22.29,,,,,,
83,08/20/15 10:59:48.366 AM,21.96,,,,,,
84,08/20/15 10:59:49.366 AM,21.96,,,,,,
85,08/20/15 10:59:50.366 AM,22.29,,,,,,
86,08/20/15 10:59:51.366 AM,22.29,,,,,,
87,08/20/15 10:59:52.366 AM,22.29,,,,,,
88,08/20/15 10:59:53.366 AM,22.29,,,,,,
89,08/20/15 10:59:54.366 AM,22.29,,,,,,
90,08/20/15 10:59:55.366 AM,22.29,,,,,,
91,08/20/15 10:59:56.366 AM,22.29,,,,,,
92,08/20/15 10:59:57.366 AM,21.96,,,,,,
93,08/20/15 10:59:58.366 AM,22.29,,,,,,
94,08/20/15 10:59:59.366 AM,22.29,,,,,,
95,08/20/15 11:00:00.366 AM,22.29,,,,,,
96,08/20/15 11:00:01.366 AM,22.29,,,,,,
97,08/20/15 11:00:02.366 AM,22.29,,,,,,
98,08/20/15 11:00:03.366 AM,22.29,,,,,,
99,08/20/15 11:00:04.366 AM,22.29,,,,,,
100,08/20/15 11:00:05.366 AM,22.29,,,,,,
101,08/20/15 11:00:06.366 AM,22.29,,,,,,
102,08/20/15 11:00:07.366 AM,22.29,,,,,,
103,08/20/15 11:00:08.366 AM,22.29,,,,,,
104,08/20/15 11:00:09.366 AM,22.29,,,,,,
105,08/20/15 11:00:10.366 AM,22.29,,,,,,
106,08/20/15 11:00:11.366 AM,22.29,,,,,,
107,08/20/15 11:00:12.366 AM,22.29,,,,,,
108,08/20/15 11:00:13.366 AM,22.29,,,,,,
109,08/20/15 11:00:14.366 AM,22.29,,,,,,
110,08/20/15 11:00:15.366 AM,22.29,,,,,,
111,08/20/15 11:00:16.366 AM,22.29,,,,,,
112,08/20/15 11:00:17.366 AM,22.29,,,,,,
113,08/20/15 11:00:18.366 AM,22.29,,,,,,
114,08/20/15 11:00:19.366 AM,22.29,,,,,,
115,08/20/15 11:00:20.366 AM,22.29,,,,,,
116,08/20/15 11:00:21.366 AM,22.29,,,,,,
117,08/20/15 11:00:22.366 AM,22.29,,,,,,
118,08/20/15 11:00:23.366 AM,22.29,,,,,,
119,08/20/15 11:00:24.366 AM,22.29,,,,,,
120,08/20/15 11:00:25.366 AM,22.29,,,,,,
121,08/20/15 11:00:26.366 AM,22.29,,,,,,
122,08/20/15 11:00:27.366 AM,22.29,,,,,,
123,08/20/15 11:00:28.366 AM,22.29,,,,,,
124,08/20/15 11:00:29.366 AM,22.29,,,,,,
125,08/20/15 11:00:30.366 AM,22.29,,,,,,
126,08/20/15 11:00:31.366 AM,22.29,,,,,,
127,08/20/15 11:00:32.366 AM,22.29,,,,,,
128,08/20/15 11:00:33.366 AM,22.29,,,,,,
129,08/20/15 11:00:34.366 AM,22.29,,,,,,
130,08/20/15 11:00:35.366 AM,22.29,,,,,,
131,08/20/15 11:00:36.366 AM,22.29,,,,,,
132,08/20/15 11:00:37.366 AM,22.29,,,,,,
133,08/20/15 11:00:38.366 AM,22.29,,,,,,
134,08/20/15 11:00:39.366 AM,22.29,,,,,,
135,08/20/15 11:00:40.366 AM,22.29,,,,,,
136,08/20/15 11:00:41.366 AM,22.29,,,,,,
137,08/20/15 11:00:42.366 AM,22.29,,,,,,
138,08/20/15 11:00:43.366 AM,22.29,,,,,,
139,08/20/15 11:00:44.366 AM,22.29,,,,,,
140,08/20/15 11:00:45.366 AM,22.63,,,,,,
141,08/20/15 11:00:46.366 AM,22.29,,,,,,
142,08/20/15 11:00:47.366 AM,22.29,,,,,,
143,08/20/15 11:00:48.366 AM,22.29,,,,,,
144,08/20/15 11:00:49.366 AM,22.63,,,,,,
145,08/20/15 11:00:50.366 AM,22.29,,,,,,
146,08/20/15 11:00:51.366 AM,22.29,,,,,,
147,08/20/15 11:00:52.366 AM,22.63,,,,,,
