"Plot Title: 1283021 "
"#","Time, GMT-05:00","K-Type, °C","Started","Host Connected","Stopped","End Of File"
1,08/17/15 01:53:39.276 PM,76.02,Logged,,,
2,08/17/15 01:53:40.276 PM,76.34,,,,
3,08/17/15 01:53:41.276 PM,75.69,,,,
4,08/17/15 01:53:42.276 PM,75.37,,,,
5,08/17/15 01:53:43.276 PM,75.04,,,,
6,08/17/15 01:53:44.276 PM,75.04,,,,
7,08/17/15 01:53:45.276 PM,75.04,,,,
8,08/17/15 01:53:46.276 PM,74.71,,,,
9,08/17/15 01:53:47.276 PM,74.71,,,,
10,08/17/15 01:53:48.276 PM,74.39,,,,
11,08/17/15 01:53:49.276 PM,74.39,,,,
12,08/17/15 01:53:50.276 PM,74.39,,,,
13,08/17/15 01:53:51.276 PM,74.39,,,,
14,08/17/15 01:53:52.276 PM,74.39,,,,
15,08/17/15 01:53:53.276 PM,74.06,,,,
16,08/17/15 01:53:54.276 PM,73.74,,,,
17,08/17/15 01:53:55.276 PM,73.09,,,,
18,08/17/15 01:53:56.276 PM,72.76,,,,
19,08/17/15 01:53:57.276 PM,72.76,,,,
20,08/17/15 01:53:58.276 PM,72.76,,,,
21,08/17/15 01:53:59.276 PM,72.43,,,,
22,08/17/15 01:54:00.276 PM,72.43,,,,
23,08/17/15 01:54:01.276 PM,72.43,,,,
24,08/17/15 01:54:02.276 PM,72.43,,,,
25,08/17/15 01:54:03.276 PM,72.43,,,,
26,08/17/15 01:54:04.276 PM,72.43,,,,
27,08/17/15 01:54:05.276 PM,72.76,,,,
28,08/17/15 01:54:06.276 PM,72.76,,,,
29,08/17/15 01:54:07.276 PM,72.76,,,,
30,08/17/15 01:54:08.276 PM,72.76,,,,
31,08/17/15 01:54:09.276 PM,72.43,,,,
32,08/17/15 01:54:10.276 PM,72.76,,,,
33,08/17/15 01:54:11.276 PM,72.76,,,,
34,08/17/15 01:54:12.276 PM,72.76,,,,
35,08/17/15 01:54:13.276 PM,72.43,,,,
36,08/17/15 01:54:14.276 PM,72.43,,,,
37,08/17/15 01:54:15.276 PM,72.43,,,,
38,08/17/15 01:54:16.276 PM,72.11,,,,
39,08/17/15 01:54:17.276 PM,72.11,,,,
40,08/17/15 01:54:18.276 PM,72.11,,,,
41,08/17/15 01:54:19.276 PM,72.11,,,,
42,08/17/15 01:54:20.276 PM,72.43,,,,
43,08/17/15 01:54:21.276 PM,72.11,,,,
44,08/17/15 01:54:22.276 PM,72.11,,,,
45,08/17/15 01:54:23.276 PM,72.11,,,,
46,08/17/15 01:54:24.276 PM,72.11,,,,
47,08/17/15 01:54:25.276 PM,72.11,,,,
48,08/17/15 01:54:26.276 PM,71.78,,,,
49,08/17/15 01:54:27.276 PM,72.11,,,,
50,08/17/15 01:54:28.276 PM,71.78,,,,
51,08/17/15 01:54:29.276 PM,71.78,,,,
52,08/17/15 01:54:30.276 PM,71.13,,,,
53,08/17/15 01:54:31.276 PM,70.81,,,,
54,08/17/15 01:54:32.276 PM,70.48,,,,
55,08/17/15 01:54:33.276 PM,70.81,,,,
56,08/17/15 01:54:34.276 PM,70.15,,,,
57,08/17/15 01:54:35.276 PM,69.83,,,,
58,08/17/15 01:54:36.276 PM,69.83,,,,
59,08/17/15 01:54:37.276 PM,69.50,,,,
60,08/17/15 01:54:38.276 PM,68.85,,,,
61,08/17/15 01:54:39.276 PM,68.52,,,,
62,08/17/15 01:54:40.276 PM,68.20,,,,
63,08/17/15 01:54:41.276 PM,67.87,,,,
64,08/17/15 01:54:42.276 PM,68.20,,,,
65,08/17/15 01:54:43.276 PM,68.20,,,,
66,08/17/15 01:54:44.276 PM,67.87,,,,
67,08/17/15 01:54:45.276 PM,67.55,,,,
68,08/17/15 01:54:46.276 PM,67.55,,,,
69,08/17/15 01:54:47.276 PM,67.55,,,,
70,08/17/15 01:54:48.276 PM,67.22,,,,
71,08/17/15 01:54:49.276 PM,66.89,,,,
72,08/17/15 01:54:50.276 PM,66.57,,,,
73,08/17/15 01:54:51.276 PM,66.57,,,,
74,08/17/15 01:54:52.276 PM,66.24,,,,
75,08/17/15 01:54:53.276 PM,65.92,,,,
76,08/17/15 01:54:54.276 PM,65.92,,,,
77,08/17/15 01:54:55.276 PM,65.92,,,,
78,08/17/15 01:54:56.276 PM,65.92,,,,
79,08/17/15 01:54:57.276 PM,65.59,,,,
80,08/17/15 01:54:58.276 PM,65.59,,,,
81,08/17/15 01:54:59.276 PM,65.26,,,,
82,08/17/15 01:55:00.276 PM,64.94,,,,
83,08/17/15 01:55:01.276 PM,64.94,,,,
84,08/17/15 01:55:02.276 PM,64.61,,,,
85,08/17/15 01:55:03.276 PM,64.28,,,,
86,08/17/15 01:55:04.276 PM,64.28,,,,
87,08/17/15 01:55:05.276 PM,63.63,,,,
