"Plot Title: 1283020 "
"#","Time, GMT-05:00","K-Type, °C","Started","Bad Battery","Host Connected","Stopped","End Of File"
3939,05/04/15 11:45:51.661 AM,25.65,,,,,
3940,05/04/15 11:45:52.661 AM,25.99,,,,,
3941,05/04/15 11:45:53.661 AM,25.99,,,,,
3942,05/04/15 11:45:54.661 AM,25.99,,,,,
3943,05/04/15 11:45:55.661 AM,25.99,,,,,
3944,05/04/15 11:45:56.661 AM,25.99,,,,,
3945,05/04/15 11:45:57.661 AM,25.99,,,,,
3946,05/04/15 11:45:58.661 AM,25.99,,,,,
3947,05/04/15 11:45:59.661 AM,25.99,,,,,
3948,05/04/15 11:46:00.661 AM,25.99,,,,,
3949,05/04/15 11:46:01.661 AM,25.99,,,,,
3950,05/04/15 11:46:02.661 AM,25.99,,,,,
3951,05/04/15 11:46:03.661 AM,25.99,,,,,
3952,05/04/15 11:46:04.661 AM,26.33,,,,,
3953,05/04/15 11:46:05.661 AM,26.33,,,,,
3954,05/04/15 11:46:06.661 AM,26.33,,,,,
3955,05/04/15 11:46:07.661 AM,26.33,,,,,
3956,05/04/15 11:46:08.661 AM,26.33,,,,,
3957,05/04/15 11:46:09.661 AM,26.33,,,,,
3958,05/04/15 11:46:10.661 AM,26.33,,,,,
3959,05/04/15 11:46:11.661 AM,26.33,,,,,
3960,05/04/15 11:46:12.661 AM,25.99,,,,,
3961,05/04/15 11:46:13.661 AM,25.99,,,,,
3962,05/04/15 11:46:14.661 AM,25.99,,,,,
3963,05/04/15 11:46:15.661 AM,25.99,,,,,
3964,05/04/15 11:46:16.661 AM,25.99,,,,,
3965,05/04/15 11:46:17.661 AM,25.99,,,,,
3966,05/04/15 11:46:18.661 AM,25.99,,,,,
3967,05/04/15 11:46:19.661 AM,25.99,,,,,
3968,05/04/15 11:46:20.661 AM,25.99,,,,,
3969,05/04/15 11:46:21.661 AM,25.99,,,,,
3970,05/04/15 11:46:22.661 AM,25.99,,,,,
3971,05/04/15 11:46:23.661 AM,25.99,,,,,
3972,05/04/15 11:46:24.661 AM,25.99,,,,,
3973,05/04/15 11:46:25.661 AM,25.99,,,,,
3974,05/04/15 11:46:26.661 AM,25.99,,,,,
3975,05/04/15 11:46:27.661 AM,25.99,,,,,
3976,05/04/15 11:46:28.661 AM,25.99,,,,,
3977,05/04/15 11:46:29.661 AM,25.99,,,,,
3978,05/04/15 11:46:30.661 AM,25.99,,,,,
3979,05/04/15 11:46:31.661 AM,25.99,,,,,
3980,05/04/15 11:46:32.661 AM,25.99,,,,,
3981,05/04/15 11:46:33.661 AM,25.65,,,,,
3982,05/04/15 11:46:34.661 AM,25.65,,,,,
3983,05/04/15 11:46:35.661 AM,25.65,,,,,
3984,05/04/15 11:46:36.661 AM,25.99,,,,,
3985,05/04/15 11:46:37.661 AM,25.65,,,,,
3986,05/04/15 11:46:38.661 AM,25.99,,,,,
3987,05/04/15 11:46:39.661 AM,25.99,,,,,
3988,05/04/15 11:46:40.661 AM,25.65,,,,,
3989,05/04/15 11:46:41.661 AM,25.65,,,,,
3990,05/04/15 11:46:42.661 AM,25.65,,,,,
3991,05/04/15 11:46:43.661 AM,25.65,,,,,
3992,05/04/15 11:46:44.661 AM,25.65,,,,,
3993,05/04/15 11:46:45.661 AM,25.65,,,,,
3994,05/04/15 11:46:46.661 AM,25.65,,,,,
3995,05/04/15 11:46:47.661 AM,25.65,,,,,
3996,05/04/15 11:46:48.661 AM,25.65,,,,,
3997,05/04/15 11:46:49.661 AM,25.65,,,,,
3998,05/04/15 11:46:50.661 AM,25.65,,,,,
3999,05/04/15 11:46:51.661 AM,25.65,,,,,
4000,05/04/15 11:46:52.661 AM,25.65,,,,,
4001,05/04/15 11:46:53.661 AM,25.65,,,,,
4002,05/04/15 11:46:54.661 AM,25.65,,,,,
4003,05/04/15 11:46:55.661 AM,25.65,,,,,
4004,05/04/15 11:46:56.661 AM,25.65,,,,,
4005,05/04/15 11:46:57.661 AM,25.65,,,,,
4006,05/04/15 11:46:58.661 AM,25.65,,,,,
4007,05/04/15 11:46:59.661 AM,25.65,,,,,
4008,05/04/15 11:47:00.661 AM,25.65,,,,,
4009,05/04/15 11:47:01.661 AM,25.65,,,,,
4010,05/04/15 11:47:02.661 AM,25.65,,,,,
4011,05/04/15 11:47:03.661 AM,25.65,,,,,
4012,05/04/15 11:47:04.661 AM,25.65,,,,,
4013,05/04/15 11:47:05.661 AM,25.65,,,,,
4014,05/04/15 11:47:06.661 AM,25.65,,,,,
4015,05/04/15 11:47:07.661 AM,25.65,,,,,
4016,05/04/15 11:47:08.661 AM,25.65,,,,,
4017,05/04/15 11:47:09.661 AM,25.32,,,,,
4018,05/04/15 11:47:10.661 AM,25.65,,,,,
4019,05/04/15 11:47:11.661 AM,25.65,,,,,
4020,05/04/15 11:47:12.661 AM,25.65,,,,,
4021,05/04/15 11:47:13.661 AM,25.32,,,,,
4022,05/04/15 11:47:14.661 AM,25.32,,,,,
4023,05/04/15 11:47:15.661 AM,25.32,,,,,
4024,05/04/15 11:47:16.661 AM,25.32,,,,,
4025,05/04/15 11:47:17.661 AM,25.32,,,,,
4026,05/04/15 11:47:18.661 AM,25.32,,,,,
4027,05/04/15 11:47:19.661 AM,25.32,,,,,
4028,05/04/15 11:47:20.661 AM,25.32,,,,,
4029,05/04/15 11:47:21.661 AM,25.32,,,,,
4030,05/04/15 11:47:22.661 AM,25.32,,,,,
4031,05/04/15 11:47:23.661 AM,25.32,,,,,
4032,05/04/15 11:47:24.661 AM,25.65,,,,,
4033,05/04/15 11:47:25.661 AM,25.32,,,,,
4034,05/04/15 11:47:26.661 AM,25.32,,,,,
4035,05/04/15 11:47:27.661 AM,25.32,,,,,
4036,05/04/15 11:47:28.661 AM,25.32,,,,,
4037,05/04/15 11:47:29.661 AM,25.32,,,,,
4038,05/04/15 11:47:30.661 AM,25.32,,,,,
4039,05/04/15 11:47:31.661 AM,25.32,,,,,
4040,05/04/15 11:47:32.661 AM,25.32,,,,,
4041,05/04/15 11:47:33.661 AM,25.32,,,,,
4042,05/04/15 11:47:34.661 AM,25.32,,,,,
4043,05/04/15 11:47:35.661 AM,25.32,,,,,
4044,05/04/15 11:47:36.661 AM,24.98,,,,,
4045,05/04/15 11:47:37.661 AM,24.98,,,,,
4046,05/04/15 11:47:38.661 AM,24.98,,,,,
4047,05/04/15 11:47:39.661 AM,24.98,,,,,
4048,05/04/15 11:47:40.661 AM,24.65,,,,,
4049,05/04/15 11:47:41.661 AM,24.98,,,,,
4050,05/04/15 11:47:42.661 AM,24.98,,,,,
4051,05/04/15 11:47:43.661 AM,24.98,,,,,
4052,05/04/15 11:47:44.661 AM,24.98,,,,,
4053,05/04/15 11:47:45.661 AM,24.98,,,,,
4054,05/04/15 11:47:46.661 AM,24.98,,,,,
4055,05/04/15 11:47:47.661 AM,24.98,,,,,
4056,05/04/15 11:47:48.661 AM,24.98,,,,,
4057,05/04/15 11:47:49.661 AM,25.32,,,,,
4058,05/04/15 11:47:50.661 AM,24.98,,,,,
4059,05/04/15 11:47:51.661 AM,25.32,,,,,
4060,05/04/15 11:47:52.661 AM,24.98,,,,,
4061,05/04/15 11:47:53.661 AM,25.32,,,,,
4062,05/04/15 11:47:54.661 AM,25.32,,,,,
4063,05/04/15 11:47:55.661 AM,24.98,,,,,
4064,05/04/15 11:47:56.661 AM,24.98,,,,,
4065,05/04/15 11:47:57.661 AM,24.98,,,,,
4066,05/04/15 11:47:58.661 AM,24.98,,,,,
4067,05/04/15 11:47:59.661 AM,24.98,,,,,
4068,05/04/15 11:48:00.661 AM,24.98,,,,,
4069,05/04/15 11:48:01.661 AM,24.98,,,,,
4070,05/04/15 11:48:02.661 AM,24.98,,,,,
4071,05/04/15 11:48:03.661 AM,24.98,,,,,
4072,05/04/15 11:48:04.661 AM,24.98,,,,,
4073,05/04/15 11:48:05.661 AM,24.98,,,,,
4074,05/04/15 11:48:06.661 AM,24.98,,,,,
4075,05/04/15 11:48:07.661 AM,24.98,,,,,
4076,05/04/15 11:48:08.661 AM,24.98,,,,,
4077,05/04/15 11:48:09.661 AM,24.98,,,,,
4078,05/04/15 11:48:10.661 AM,24.98,,,,,
4079,05/04/15 11:48:11.661 AM,24.98,,,,,
4080,05/04/15 11:48:12.661 AM,24.98,,,,,
4081,05/04/15 11:48:13.661 AM,24.98,,,,,
4082,05/04/15 11:48:14.661 AM,24.98,,,,,
4083,05/04/15 11:48:15.661 AM,24.98,,,,,
4084,05/04/15 11:48:16.661 AM,24.98,,,,,
4085,05/04/15 11:48:17.661 AM,24.98,,,,,
4086,05/04/15 11:48:18.661 AM,24.65,,,,,
4087,05/04/15 11:48:19.661 AM,24.65,,,,,
4088,05/04/15 11:48:20.661 AM,24.98,,,,,
4089,05/04/15 11:48:21.661 AM,24.98,,,,,
4090,05/04/15 11:48:22.661 AM,24.98,,,,,
4091,05/04/15 11:48:23.661 AM,24.98,,,,,
4092,05/04/15 11:48:24.661 AM,24.65,,,,,
4093,05/04/15 11:48:25.661 AM,24.98,,,,,
4094,05/04/15 11:48:26.661 AM,24.98,,,,,
4095,05/04/15 11:48:27.661 AM,24.98,,,,,
4096,05/04/15 11:48:28.661 AM,24.98,,,,,
4097,05/04/15 11:48:29.661 AM,24.65,,,,,
4098,05/04/15 11:48:30.661 AM,24.98,,,,,
4099,05/04/15 11:48:31.661 AM,24.98,,,,,
4100,05/04/15 11:48:32.661 AM,24.98,,,,,
4101,05/04/15 11:48:33.661 AM,24.98,,,,,
4102,05/04/15 11:48:34.661 AM,24.65,,,,,
4103,05/04/15 11:48:35.661 AM,24.98,,,,,
4104,05/04/15 11:48:36.661 AM,24.98,,,,,
4105,05/04/15 11:48:37.661 AM,24.98,,,,,
4106,05/04/15 11:48:38.661 AM,24.98,,,,,
4107,05/04/15 11:48:39.661 AM,24.98,,,,,
4108,05/04/15 11:48:40.661 AM,25.32,,,,,
4109,05/04/15 11:48:41.661 AM,25.32,,,,,
4110,05/04/15 11:48:42.661 AM,24.98,,,,,
4111,05/04/15 11:48:43.661 AM,24.98,,,,,
4112,05/04/15 11:48:44.661 AM,24.98,,,,,
4113,05/04/15 11:48:45.661 AM,24.98,,,,,
4114,05/04/15 11:48:46.661 AM,24.98,,,,,
4115,05/04/15 11:48:47.661 AM,24.98,,,,,
4116,05/04/15 11:48:48.661 AM,24.98,,,,,
4117,05/04/15 11:48:49.661 AM,24.98,,,,,
4118,05/04/15 11:48:50.661 AM,24.98,,,,,
4119,05/04/15 11:48:51.661 AM,24.65,,,,,
4120,05/04/15 11:48:52.661 AM,24.98,,,,,
4121,05/04/15 11:48:53.661 AM,24.65,,,,,
4122,05/04/15 11:48:54.661 AM,24.65,,,,,
4123,05/04/15 11:48:55.661 AM,24.65,,,,,
4124,05/04/15 11:48:56.661 AM,24.65,,,,,
4125,05/04/15 11:48:57.661 AM,24.65,,,,,
4126,05/04/15 11:48:58.661 AM,24.65,,,,,
4127,05/04/15 11:48:59.661 AM,24.65,,,,,
4128,05/04/15 11:49:00.661 AM,24.65,,,,,
4129,05/04/15 11:49:01.661 AM,24.65,,,,,
4130,05/04/15 11:49:02.661 AM,24.65,,,,,
4131,05/04/15 11:49:03.661 AM,24.65,,,,,
4132,05/04/15 11:49:04.661 AM,24.65,,,,,
4133,05/04/15 11:49:05.661 AM,24.65,,,,,
4134,05/04/15 11:49:06.661 AM,24.65,,,,,
4135,05/04/15 11:49:07.661 AM,24.65,,,,,
4136,05/04/15 11:49:08.661 AM,24.65,,,,,
4137,05/04/15 11:49:09.661 AM,24.65,,,,,
4138,05/04/15 11:49:10.661 AM,24.65,,,,,
4139,05/04/15 11:49:11.661 AM,24.65,,,,,
4140,05/04/15 11:49:12.661 AM,24.65,,,,,
4141,05/04/15 11:49:13.661 AM,24.65,,,,,
4142,05/04/15 11:49:14.661 AM,24.65,,,,,
4143,05/04/15 11:49:15.661 AM,24.65,,,,,
4144,05/04/15 11:49:16.661 AM,24.65,,,,,
4145,05/04/15 11:49:17.661 AM,24.65,,,,,
4146,05/04/15 11:49:18.661 AM,24.65,,,,,
4147,05/04/15 11:49:19.661 AM,24.65,,,,,
4148,05/04/15 11:49:20.661 AM,24.65,,,,,
4149,05/04/15 11:49:21.661 AM,24.65,,,,,
4150,05/04/15 11:49:22.661 AM,24.65,,,,,
4151,05/04/15 11:49:23.661 AM,24.65,,,,,
4152,05/04/15 11:49:24.661 AM,24.65,,,,,
4153,05/04/15 11:49:25.661 AM,24.65,,,,,
4154,05/04/15 11:49:26.661 AM,24.65,,,,,
4155,05/04/15 11:49:27.661 AM,24.65,,,,,
4156,05/04/15 11:49:28.661 AM,24.65,,,,,
4157,05/04/15 11:49:29.661 AM,24.65,,,,,
4158,05/04/15 11:49:30.661 AM,24.31,,,,,
4159,05/04/15 11:49:31.661 AM,24.31,,,,,
4160,05/04/15 11:49:32.661 AM,24.31,,,,,
4161,05/04/15 11:49:33.661 AM,24.31,,,,,
4162,05/04/15 11:49:34.661 AM,24.31,,,,,
4163,05/04/15 11:49:35.661 AM,24.31,,,,,
4164,05/04/15 11:49:36.661 AM,24.31,,,,,
4165,05/04/15 11:49:37.661 AM,24.31,,,,,
4166,05/04/15 11:49:38.661 AM,24.31,,,,,
4167,05/04/15 11:49:39.661 AM,24.31,,,,,
4168,05/04/15 11:49:40.661 AM,24.31,,,,,
4169,05/04/15 11:49:41.661 AM,24.31,,,,,
4170,05/04/15 11:49:42.661 AM,24.31,,,,,
4171,05/04/15 11:49:43.661 AM,24.31,,,,,
4172,05/04/15 11:49:44.661 AM,24.31,,,,,
4173,05/04/15 11:49:45.661 AM,24.31,,,,,
4174,05/04/15 11:49:46.661 AM,24.31,,,,,
4175,05/04/15 11:49:47.661 AM,24.31,,,,,
4176,05/04/15 11:49:48.661 AM,23.98,,,,,
4177,05/04/15 11:49:49.661 AM,24.31,,,,,
4178,05/04/15 11:49:50.661 AM,23.98,,,,,
4179,05/04/15 11:49:51.661 AM,23.98,,,,,
4180,05/04/15 11:49:52.661 AM,23.98,,,,,
4181,05/04/15 11:49:53.661 AM,23.98,,,,,
4182,05/04/15 11:49:54.661 AM,23.98,,,,,
4183,05/04/15 11:49:55.661 AM,23.98,,,,,
4184,05/04/15 11:49:56.661 AM,23.98,,,,,
4185,05/04/15 11:49:57.661 AM,23.98,,,,,
4186,05/04/15 11:49:58.661 AM,23.98,,,,,
4187,05/04/15 11:49:59.661 AM,23.98,,,,,
4188,05/04/15 11:50:00.661 AM,23.98,,,,,
4189,05/04/15 11:50:01.661 AM,23.98,,,,,
4190,05/04/15 11:50:02.661 AM,23.98,,,,,
4191,05/04/15 11:50:03.661 AM,23.98,,,,,
4192,05/04/15 11:50:04.661 AM,23.98,,,,,
4193,05/04/15 11:50:05.661 AM,23.64,,,,,
4194,05/04/15 11:50:06.661 AM,23.98,,,,,
4195,05/04/15 11:50:07.661 AM,23.98,,,,,
4196,05/04/15 11:50:08.661 AM,23.98,,,,,
4197,05/04/15 11:50:09.661 AM,23.64,,,,,
4198,05/04/15 11:50:10.661 AM,23.98,,,,,
4199,05/04/15 11:50:11.661 AM,23.98,,,,,
4200,05/04/15 11:50:12.661 AM,23.98,,,,,
4201,05/04/15 11:50:13.661 AM,23.64,,,,,
4202,05/04/15 11:50:14.661 AM,23.64,,,,,
4203,05/04/15 11:50:15.661 AM,23.64,,,,,
4204,05/04/15 11:50:16.661 AM,23.98,,,,,
4205,05/04/15 11:50:17.661 AM,23.64,,,,,
4206,05/04/15 11:50:18.661 AM,23.98,,,,,
4207,05/04/15 11:50:19.661 AM,23.64,,,,,
4208,05/04/15 11:50:20.661 AM,23.64,,,,,
4209,05/04/15 11:50:21.661 AM,23.64,,,,,
4210,05/04/15 11:50:22.661 AM,23.64,,,,,
4211,05/04/15 11:50:23.661 AM,23.64,,,,,
4212,05/04/15 11:50:24.661 AM,23.64,,,,,
4213,05/04/15 11:50:25.661 AM,23.64,,,,,
4214,05/04/15 11:50:26.661 AM,23.64,,,,,
4215,05/04/15 11:50:27.661 AM,23.64,,,,,
4216,05/04/15 11:50:28.661 AM,23.64,,,,,
4217,05/04/15 11:50:29.661 AM,23.64,,,,,
4218,05/04/15 11:50:30.661 AM,23.64,,,,,
4219,05/04/15 11:50:31.661 AM,23.64,,,,,
4220,05/04/15 11:50:32.661 AM,23.64,,,,,
4221,05/04/15 11:50:33.661 AM,23.64,,,,,
4222,05/04/15 11:50:34.661 AM,23.64,,,,,
4223,05/04/15 11:50:35.661 AM,23.64,,,,,
4224,05/04/15 11:50:36.661 AM,23.64,,,,,
4225,05/04/15 11:50:37.661 AM,23.64,,,,,
4226,05/04/15 11:50:38.661 AM,23.64,,,,,
4227,05/04/15 11:50:39.661 AM,23.64,,,,,
4228,05/04/15 11:50:40.661 AM,23.64,,,,,
4229,05/04/15 11:50:41.661 AM,23.64,,,,,
4230,05/04/15 11:50:42.661 AM,23.64,,,,,
4231,05/04/15 11:50:43.661 AM,23.64,,,,,
4232,05/04/15 11:50:44.661 AM,23.64,,,,,
4233,05/04/15 11:50:45.661 AM,23.64,,,,,
4234,05/04/15 11:50:46.661 AM,23.30,,,,,
4235,05/04/15 11:50:47.661 AM,23.30,,,,,
4236,05/04/15 11:50:48.661 AM,23.30,,,,,
4237,05/04/15 11:50:49.661 AM,23.30,,,,,
4238,05/04/15 11:50:50.661 AM,23.30,,,,,
4239,05/04/15 11:50:51.661 AM,23.30,,,,,
4240,05/04/15 11:50:52.661 AM,23.30,,,,,
4241,05/04/15 11:50:53.661 AM,23.30,,,,,
4242,05/04/15 11:50:54.661 AM,23.30,,,,,
4243,05/04/15 11:50:55.661 AM,23.30,,,,,
4244,05/04/15 11:50:56.661 AM,23.30,,,,,
4245,05/04/15 11:50:57.661 AM,23.30,,,,,
4246,05/04/15 11:50:58.661 AM,23.30,,,,,
4247,05/04/15 11:50:59.661 AM,23.30,,,,,
4248,05/04/15 11:51:00.661 AM,23.30,,,,,
4249,05/04/15 11:51:01.661 AM,23.64,,,,,
4250,05/04/15 11:51:02.661 AM,23.30,,,,,
4251,05/04/15 11:51:03.661 AM,23.30,,,,,
4252,05/04/15 11:51:04.661 AM,23.30,,,,,
4253,05/04/15 11:51:05.661 AM,23.30,,,,,
4254,05/04/15 11:51:06.661 AM,23.30,,,,,
4255,05/04/15 11:51:07.661 AM,23.30,,,,,
4256,05/04/15 11:51:08.661 AM,23.30,,,,,
4257,05/04/15 11:51:09.661 AM,23.30,,,,,
4258,05/04/15 11:51:10.661 AM,23.30,,,,,
4259,05/04/15 11:51:11.661 AM,23.30,,,,,
4260,05/04/15 11:51:12.661 AM,23.30,,,,,
4261,05/04/15 11:51:13.661 AM,23.30,,,,,
4262,05/04/15 11:51:14.661 AM,23.30,,,,,
4263,05/04/15 11:51:15.661 AM,23.30,,,,,
4264,05/04/15 11:51:16.661 AM,23.30,,,,,
4265,05/04/15 11:51:17.661 AM,23.30,,,,,
4266,05/04/15 11:51:18.661 AM,23.30,,,,,
4267,05/04/15 11:51:19.661 AM,23.30,,,,,
4268,05/04/15 11:51:20.661 AM,23.30,,,,,
4269,05/04/15 11:51:21.661 AM,23.30,,,,,
4270,05/04/15 11:51:22.661 AM,23.30,,,,,
4271,05/04/15 11:51:23.661 AM,23.30,,,,,
4272,05/04/15 11:51:24.661 AM,23.30,,,,,
4273,05/04/15 11:51:25.661 AM,23.30,,,,,
4274,05/04/15 11:51:26.661 AM,23.30,,,,,
4275,05/04/15 11:51:27.661 AM,23.30,,,,,
4276,05/04/15 11:51:28.661 AM,23.30,,,,,
4277,05/04/15 11:51:29.661 AM,23.30,,,,,
4278,05/04/15 11:51:30.661 AM,23.30,,,,,
4279,05/04/15 11:51:31.661 AM,23.30,,,,,
4280,05/04/15 11:51:32.661 AM,23.30,,,,,
4281,05/04/15 11:51:33.661 AM,23.30,,,,,
4282,05/04/15 11:51:34.661 AM,23.30,,,,,
4283,05/04/15 11:51:35.661 AM,23.30,,,,,
4284,05/04/15 11:51:36.661 AM,23.30,,,,,
4285,05/04/15 11:51:37.661 AM,23.30,,,,,
4286,05/04/15 11:51:38.661 AM,23.30,,,,,
4287,05/04/15 11:51:39.661 AM,23.30,,,,,
4288,05/04/15 11:51:40.661 AM,23.30,,,,,
4289,05/04/15 11:51:41.661 AM,23.30,,,,,
4290,05/04/15 11:51:42.661 AM,23.30,,,,,
4291,05/04/15 11:51:43.661 AM,23.30,,,,,
4292,05/04/15 11:51:44.661 AM,23.30,,,,,
4293,05/04/15 11:51:45.661 AM,23.30,,,,,
4294,05/04/15 11:51:46.661 AM,23.30,,,,,
4295,05/04/15 11:51:47.661 AM,23.30,,,,,
4296,05/04/15 11:51:48.661 AM,23.30,,,,,
4297,05/04/15 11:51:49.661 AM,23.30,,,,,
4298,05/04/15 11:51:50.661 AM,23.30,,,,,
4299,05/04/15 11:51:51.661 AM,23.30,,,,,
4300,05/04/15 11:51:52.661 AM,23.30,,,,,
4301,05/04/15 11:51:53.661 AM,23.30,,,,,
4302,05/04/15 11:51:54.661 AM,23.30,,,,,
4303,05/04/15 11:51:55.661 AM,23.30,,,,,
4304,05/04/15 11:51:56.661 AM,23.30,,,,,
4305,05/04/15 11:51:57.661 AM,23.30,,,,,
4306,05/04/15 11:51:58.661 AM,23.30,,,,,
4307,05/04/15 11:51:59.661 AM,23.30,,,,,
4308,05/04/15 11:52:00.661 AM,23.30,,,,,
4309,05/04/15 11:52:01.661 AM,23.30,,,,,
4310,05/04/15 11:52:02.661 AM,23.30,,,,,
4311,05/04/15 11:52:03.661 AM,23.30,,,,,
4312,05/04/15 11:52:04.661 AM,22.97,,,,,
4313,05/04/15 11:52:05.661 AM,22.97,,,,,
4314,05/04/15 11:52:06.661 AM,22.97,,,,,
4315,05/04/15 11:52:07.661 AM,22.97,,,,,
4316,05/04/15 11:52:08.661 AM,23.30,,,,,
4317,05/04/15 11:52:09.661 AM,22.97,,,,,
4318,05/04/15 11:52:10.661 AM,23.30,,,,,
4319,05/04/15 11:52:11.661 AM,22.97,,,,,
4320,05/04/15 11:52:12.661 AM,23.30,,,,,
4321,05/04/15 11:52:13.661 AM,22.97,,,,,
4322,05/04/15 11:52:14.661 AM,23.30,,,,,
4323,05/04/15 11:52:15.661 AM,23.30,,,,,
4324,05/04/15 11:52:16.661 AM,22.97,,,,,
4325,05/04/15 11:52:17.661 AM,22.97,,,,,
4326,05/04/15 11:52:18.661 AM,22.97,,,,,
4327,05/04/15 11:52:19.661 AM,22.97,,,,,
4328,05/04/15 11:52:20.661 AM,22.97,,,,,
4329,05/04/15 11:52:21.661 AM,22.97,,,,,
4330,05/04/15 11:52:22.661 AM,22.97,,,,,
4331,05/04/15 11:52:23.661 AM,22.97,,,,,
4332,05/04/15 11:52:24.661 AM,22.97,,,,,
4333,05/04/15 11:52:25.661 AM,22.97,,,,,
4334,05/04/15 11:52:26.661 AM,22.97,,,,,
4335,05/04/15 11:52:27.661 AM,22.97,,,,,
4336,05/04/15 11:52:28.661 AM,22.97,,,,,
4337,05/04/15 11:52:29.661 AM,22.97,,,,,
4338,05/04/15 11:52:30.661 AM,22.97,,,,,
4339,05/04/15 11:52:31.661 AM,22.97,,,,,
4340,05/04/15 11:52:32.661 AM,22.97,,,,,
4341,05/04/15 11:52:33.661 AM,22.97,,,,,
4342,05/04/15 11:52:34.661 AM,22.97,,,,,
4343,05/04/15 11:52:35.661 AM,22.97,,,,,
4344,05/04/15 11:52:36.661 AM,22.97,,,,,
4345,05/04/15 11:52:37.661 AM,22.97,,,,,
4346,05/04/15 11:52:38.661 AM,22.97,,,,,
4347,05/04/15 11:52:39.661 AM,22.97,,,,,
4348,05/04/15 11:52:40.661 AM,22.97,,,,,
4349,05/04/15 11:52:41.661 AM,22.97,,,,,
4350,05/04/15 11:52:42.661 AM,22.97,,,,,
4351,05/04/15 11:52:43.661 AM,22.97,,,,,
4352,05/04/15 11:52:44.661 AM,22.97,,,,,
4353,05/04/15 11:52:45.661 AM,22.97,,,,,
4354,05/04/15 11:52:46.661 AM,22.97,,,,,
4355,05/04/15 11:52:47.661 AM,22.97,,,,,
4356,05/04/15 11:52:48.661 AM,22.97,,,,,
4357,05/04/15 11:52:49.661 AM,22.97,,,,,
4358,05/04/15 11:52:50.661 AM,22.97,,,,,
4359,05/04/15 11:52:51.661 AM,22.97,,,,,
4360,05/04/15 11:52:52.661 AM,22.97,,,,,
4361,05/04/15 11:52:53.661 AM,22.97,,,,,
4362,05/04/15 11:52:54.661 AM,22.97,,,,,
4363,05/04/15 11:52:55.661 AM,22.97,,,,,
4364,05/04/15 11:52:56.661 AM,22.97,,,,,
4365,05/04/15 11:52:57.661 AM,22.97,,,,,
4366,05/04/15 11:52:58.661 AM,22.97,,,,,
4367,05/04/15 11:52:59.661 AM,22.97,,,,,
4368,05/04/15 11:53:00.661 AM,22.97,,,,,
4369,05/04/15 11:53:01.661 AM,22.97,,,,,
4370,05/04/15 11:53:02.661 AM,22.97,,,,,
4371,05/04/15 11:53:03.661 AM,22.97,,,,,
4372,05/04/15 11:53:04.661 AM,22.97,,,,,
4373,05/04/15 11:53:05.661 AM,22.97,,,,,
4374,05/04/15 11:53:06.661 AM,23.30,,,,,
4375,05/04/15 11:53:07.661 AM,23.30,,,,,
4376,05/04/15 11:53:08.661 AM,23.64,,,,,
4377,05/04/15 11:53:09.661 AM,23.64,,,,,
4378,05/04/15 11:53:10.661 AM,23.64,,,,,
4379,05/04/15 11:53:11.661 AM,23.30,,,,,
4380,05/04/15 11:53:12.661 AM,23.30,,,,,
4381,05/04/15 11:53:13.661 AM,23.64,,,,,
4382,05/04/15 11:53:14.661 AM,23.64,,,,,
4383,05/04/15 11:53:15.661 AM,23.64,,,,,
4384,05/04/15 11:53:16.661 AM,23.64,,,,,
4385,05/04/15 11:53:17.661 AM,23.64,,,,,
4386,05/04/15 11:53:18.661 AM,23.64,,,,,
4387,05/04/15 11:53:19.661 AM,23.98,,,,,
4388,05/04/15 11:53:20.661 AM,23.98,,,,,
4389,05/04/15 11:53:21.661 AM,24.31,,,,,
4390,05/04/15 11:53:22.661 AM,24.65,,,,,
4391,05/04/15 11:53:23.661 AM,24.65,,,,,
4392,05/04/15 11:53:24.661 AM,24.65,,,,,
4393,05/04/15 11:53:25.661 AM,24.65,,,,,
4394,05/04/15 11:53:26.661 AM,24.65,,,,,
4395,05/04/15 11:53:27.661 AM,24.98,,,,,
4396,05/04/15 11:53:28.661 AM,24.98,,,,,
4397,05/04/15 11:53:29.661 AM,24.98,,,,,
4398,05/04/15 11:53:30.661 AM,24.98,,,,,
4399,05/04/15 11:53:31.661 AM,25.32,,,,,
4400,05/04/15 11:53:32.661 AM,25.32,,,,,
4401,05/04/15 11:53:33.661 AM,25.32,,,,,
4402,05/04/15 11:53:34.661 AM,25.32,,,,,
4403,05/04/15 11:53:35.661 AM,25.32,,,,,
4404,05/04/15 11:53:36.661 AM,25.65,,,,,
4405,05/04/15 11:53:37.661 AM,25.65,,,,,
4406,05/04/15 11:53:38.661 AM,25.65,,,,,
4407,05/04/15 11:53:39.661 AM,25.99,,,,,
4408,05/04/15 11:53:40.661 AM,25.99,,,,,
4409,05/04/15 11:53:41.661 AM,25.99,,,,,
4410,05/04/15 11:53:42.661 AM,25.99,,,,,
4411,05/04/15 11:53:43.661 AM,26.33,,,,,
4412,05/04/15 11:53:44.661 AM,26.33,,,,,
4413,05/04/15 11:53:45.661 AM,26.66,,,,,
4414,05/04/15 11:53:46.661 AM,26.66,,,,,
4415,05/04/15 11:53:47.661 AM,26.66,,,,,
4416,05/04/15 11:53:48.661 AM,27.00,,,,,
4417,05/04/15 11:53:49.661 AM,27.33,,,,,
4418,05/04/15 11:53:50.661 AM,27.33,,,,,
