tag,spcode,alt,asp,year,l,w,t
73,Pila,m,s,0,114,0.7,0.52
73,Pila,m,s,0,109,0.74,0.51
73,Pila,m,s,0,130,1.13,0.5
73,Pila,m,s,0,81,0.54,0.43
73,Pila,m,s,0,134,1.32,0.58
73,Pila,m,s,0,128,1.42,0.52
73,Pila,m,s,0,121,1.35,0.43
73,Pila,m,s,0,80,0.44,0.3
73,Pila,m,s,0,93,0.83,0.28
73,Pila,m,s,0,132,1.39,0.46
74,Pila,m,n,0,126,1.29,0.54
74,Pila,m,n,0,119,1.33,0.47
74,Pila,m,n,0,124,1.12,0.49
74,Pila,m,n,0,119,1.48,0.63
74,Pila,m,n,0,120,1.8,0.62
74,Pila,m,n,0,119,1.14,0.56
74,Pila,m,n,0,125,1.24,0.52
74,Pila,m,n,0,130,1.16,0.47
74,Pila,m,n,0,101,1.12,0.55
74,Pila,m,n,0,124,1.56,0.6
74,Pila,m,n,0,136,1.46,0.55
74,Pila,m,n,0,109,1.29,0.58
74,Pila,m,n,0,140,1.23,0.61
74,Pila,m,n,0,147,1.47,0.47
75,Pila,m,n,0,93,0.72,0.32
75,Pila,m,n,0,112,1.01,0.35
75,Pila,m,n,0,83,0.8,0.37
75,Pila,m,n,0,88,0.62,0.43
75,Pila,m,n,0,94,0.6,0.4
75,Pila,m,n,0,80,0.45,0.45
75,Pila,m,n,0,84,1.05,0.61
75,Pila,m,n,0,91,0.69,0.56
75,Pila,m,n,0,124,0.83,0.53
75,Pila,m,n,0,91,0.6,0.55
75,Pila,m,n,0,95,0.57,0.36
75,Pila,m,n,0,93,0.88,0.32
75,Pila,m,n,0,107,1.14,0.58
75,Pila,m,n,0,62,1.11,0.57
75,Pila,m,n,0,100,1.34,0.78
75,Pila,m,n,0,102,0.63,0.29
75,Pila,m,n,0,110,0.49,0.28
75,Pila,m,n,0,96,0.88,0.3
75,Pila,m,n,0,105,0.6,0.7
75,Pila,m,n,0,110,0.81,0.58
75,Pila,m,n,0,82,0.66,0.4
75,Pila,m,n,0,80,1.24,0.63
75,Pila,m,n,0,82,0.55,0.48
75,Pila,m,n,0,86,1.04,0.5
76,Pila,m,s,0,102,1.11,0.56
76,Pila,m,s,0,92,1.09,0.69
76,Pila,m,s,0,81,0.69,0.26
76,Pila,m,s,0,79,1.06,0.18
76,Pila,m,s,0,114,1.07,0.6
76,Pila,m,s,0,119,1.12,0.64
76,Pila,m,s,0,118,0.85,0.45
76,Pila,m,s,0,100,1.34,0.72
76,Pila,m,s,0,79,1.59,0.59
76,Pila,m,s,0,108,1,0.67
76,Pila,m,s,0,125,1.97,0.78
76,Pila,m,s,0,113,2.09,0.6
76,Pila,m,s,0,114,0.73,0.34
76,Pila,m,s,0,92,0.79,0.63
76,Pila,m,s,0,90,0.8,0.55
76,Pila,m,s,0,118,0.79,0.43
76,Pila,m,s,0,94,0.75,0.4
76,Pila,m,s,0,94,0.51,0.43
76,Pila,m,s,0,58,0.54,0.41
76,Pila,m,s,0,84,0.62,0.36
76,Pila,m,s,0,100,1.49,0.66
76,Pila,m,s,0,103,0.83,0.56
76,Pila,m,s,0,95,1.26,0.36
76,Pila,m,s,0,79,0.59,0.57
76,Pila,m,s,0,66,0.51,0.3
77,Pila,l,s,0,90,0.85,0.4
77,Pila,l,s,0,96,0.58,0.53
77,Pila,l,s,0,121,0.84,0.63
77,Pila,l,s,0,80,0.63,0.27
77,Pila,l,s,0,100,0.4,0.34
77,Pila,l,s,0,108,0.57,0.43
77,Pila,l,s,0,116,0.84,0.58
77,Pila,l,s,0,121,1.08,0.58
77,Pila,l,s,0,111,0.83,0.24
77,Pila,l,s,0,80,0.6,0.23
77,Pila,l,s,0,126,1.15,0.53
77,Pila,l,s,0,95,0.6,0.17
77,Pila,l,s,0,113,0.47,0.35
77,Pila,l,s,0,99,0.76,0.36
77,Pila,l,s,0,118,1.24,0.5
77,Pila,l,s,0,170,1.14,0.61
77,Pila,l,s,0,89,0.93,0.49
77,Pila,l,s,0,107,0.87,0.62
77,Pila,l,s,0,110,1.18,0.49
77,Pila,l,s,0,108,1.49,0.66
77,Pila,l,s,0,91,0.84,0.53
77,Pila,l,s,0,101,0.95,0.61
77,Pila,l,s,0,78,1.37,0.55
77,Pila,l,s,0,75,0.95,0.67
78,Pila,l,s,0,124,1.53,0.55
78,Pila,l,s,0,94,0.85,0.41
78,Pila,l,s,0,120,1.32,0.73
78,Pila,l,s,0,95,1.3,0.55
78,Pila,l,s,0,66,1.3,0.66
78,Pila,l,s,0,102,1.11,0.55
78,Pila,l,s,0,79,1.15,0.51
78,Pila,l,s,0,115,1.16,0.4
78,Pila,l,s,0,123,1.33,0.73
78,Pila,l,s,0,90,1.11,0.56
78,Pila,l,s,0,122,1.55,0.89
78,Pila,l,s,0,124,0.79,0.4
78,Pila,l,s,0,54,1.34,0.63
78,Pila,l,s,0,95,0.83,0.61
78,Pila,l,s,0,88,1.37,0.68
78,Pila,l,s,0,96,0.96,0.52
78,Pila,l,s,0,112,0.85,0.69
78,Pila,l,s,0,121,0.69,0.52
78,Pila,l,s,0,99,1.12,0.44
78,Pila,l,s,0,104,0.95,0.54
78,Pila,l,s,0,62,1.32,0.47
78,Pila,l,s,0,48,0.91,0.45
79,Pila,l,n,0,104,0.67,0.49
79,Pila,l,n,0,110,0.66,0.42
79,Pila,l,n,0,104,0.62,0.37
79,Pila,l,n,0,107,0.86,0.59
79,Pila,l,n,0,111,1.11,0.28
79,Pila,l,n,0,115,0.95,0.52
79,Pila,l,n,0,111,0.8,0.33
79,Pila,l,n,0,96,1.02,0.52
79,Pila,l,n,0,105,0.81,0.6
79,Pila,l,n,0,94,1.04,0.54
79,Pila,l,n,0,111,0.92,0.51
79,Pila,l,n,0,99,0.75,0.44
79,Pila,l,n,0,105,0.85,0.35
79,Pila,l,n,0,116,0.92,0.23
79,Pila,l,n,0,124,1.13,0.46
79,Pila,l,n,0,115,1.14,0.66
79,Pila,l,n,0,100,1.18,0.55
79,Pila,l,n,0,103,0.6,0.3
79,Pila,l,n,0,104,0.59,0.32
79,Pila,l,n,0,99,0.85,0.42
79,Pila,l,n,0,108,0.56,0.41
79,Pila,l,n,0,107,1.28,0.54
79,Pila,l,n,0,90,0.96,0.27
79,Pila,l,n,0,90,0.88,0.46
79,Pila,l,n,0,95,0.9,0.42
80,Pila,l,n,0,104,1.35,0.49
80,Pila,l,n,0,97,0.78,0.56
80,Pila,l,n,0,76,1.16,0.57
80,Pila,l,n,0,98,1.22,0.5
80,Pila,l,n,0,74,1.35,0.47
80,Pila,l,n,0,111,0.83,0.59
80,Pila,l,n,0,110,1.24,0.73
80,Pila,l,n,0,115,1.62,0.49
80,Pila,l,n,0,101,1.4,0.61
80,Pila,l,n,0,94,1.2,0.63
80,Pila,l,n,0,107,1.6,0.43
80,Pila,l,n,0,81,1,0.67
80,Pila,l,n,0,81,1.38,0.54
80,Pila,l,n,0,107,0.86,0.24
80,Pila,l,n,0,96,1.56,0.37
80,Pila,l,n,0,83,0.73,0.47
80,Pila,l,n,0,104,1.3,0.61
80,Pila,l,n,0,102,1.89,0.57
80,Pila,l,n,0,64,1.21,0.67
80,Pila,l,n,0,101,1.1,0.64
80,Pila,l,n,0,103,1.6,0.5
80,Pila,l,n,0,111,1.59,0.68
80,Pila,l,n,0,91,1.2,0.5
80,Pila,l,n,0,100,0.99,0.44
80,Pila,l,n,0,116,1.21,0.64
81,Pila,h,n,0,114,0.82,0.44
81,Pila,h,n,0,93,0.8,0.67
81,Pila,h,n,0,102,0.91,0.58
81,Pila,h,n,0,100,0.78,0.48
81,Pila,h,n,0,95,0.95,0.56
81,Pila,h,n,0,98,1.3,0.4
81,Pila,h,n,0,106,0.96,0.43
81,Pila,h,n,0,114,0.99,0.7
81,Pila,h,n,0,110,1.71,0.58
81,Pila,h,n,0,118,1.08,0.56
81,Pila,h,n,0,90,1.04,0.69
81,Pila,h,n,0,99,0.86,0.39
81,Pila,h,n,0,108,1.4,0.52
81,Pila,h,n,0,84,1.06,0.34
81,Pila,h,n,0,106,1.03,0.66
81,Pila,h,n,0,105,1.18,0.51
81,Pila,h,n,0,116,1.3,0.48
81,Pila,h,n,0,117,0.8,0.6
81,Pila,h,n,0,108,1.04,0.28
81,Pila,h,n,0,107,0.82,0.59
81,Pila,h,n,0,105,0.89,0.65
81,Pila,h,n,0,96,0.61,0.35
82,Pila,h,n,0,119,1.16,0.59
82,Pila,h,n,0,125,1.1,0.56
82,Pila,h,n,0,103,1.3,0.62
82,Pila,h,n,0,87,0.76,0.59
82,Pila,h,n,0,75,1,0.46
82,Pila,h,n,0,101,0.93,0.47
82,Pila,h,n,0,100,1.25,0.56
82,Pila,h,n,0,100,1.29,0.4
82,Pila,h,n,0,105,0.93,0.39
82,Pila,h,n,0,76,0.63,0.48
82,Pila,h,n,0,79,0.79,0.49
82,Pila,h,n,0,84,0.97,0.46
82,Pila,h,n,0,98,0.79,0.56
82,Pila,h,n,0,121,1.31,0.64
82,Pila,h,n,0,115,1.49,0.53
82,Pila,h,n,0,91,0.97,0.53
82,Pila,h,n,0,100,1.37,0.61
82,Pila,h,n,0,89,0.85,0.42
82,Pila,h,n,0,121,1.51,0.68
82,Pila,h,n,0,75,1.27,0.54
82,Pila,h,n,0,111,0.96,0.55
82,Pila,h,n,0,105,1.16,0.6
82,Pila,h,n,0,114,1.16,0.58
82,Pila,h,n,0,112,1.56,0.56
82,Pila,h,n,0,109,1.78,0.7
83,Pila,h,s,0,82,0.86,0.22
83,Pila,h,s,0,107,0.95,0.44
83,Pila,h,s,0,95,1.14,0.53
83,Pila,h,s,0,68,0.42,0.48
83,Pila,h,s,0,124,0.92,0.39
83,Pila,h,s,0,81,1.08,0.72
83,Pila,h,s,0,117,1.11,0.4
83,Pila,h,s,0,88,1.24,0.4
83,Pila,h,s,0,95,1.8,0.7
83,Pila,h,s,0,78,1.24,0.31
83,Pila,h,s,0,105,1.33,0.5
83,Pila,h,s,0,106,1.4,0.58
83,Pila,h,s,0,119,0.6,0.54
83,Pila,h,s,0,100,1.07,0.63
83,Pila,h,s,0,89,0.86,0.25
83,Pila,h,s,0,91,0.95,0.62
83,Pila,h,s,0,124,1.21,0.37
83,Pila,h,s,0,102,1.17,0.28
83,Pila,h,s,0,104,0.83,0.53
83,Pila,h,s,0,110,0.81,0.3
83,Pila,h,s,0,120,1.16,0.31
83,Pila,h,s,0,116,1.08,0.43
83,Pila,h,s,0,106,0.88,0.45
83,Pila,h,s,0,99,0.87,0.43
83,Pila,h,s,0,122,1.24,0.55
83,Pila,h,s,0,112,1.25,0.61
83,Pila,h,s,0,110,1.05,0.28
83,Pila,h,s,0,94,0.73,0.21
83,Pila,h,s,0,106,0.94,0.34
83,Pila,h,s,0,88,1.08,0.71
84,Pila,h,s,0,114,0.96,0.66
84,Pila,h,s,0,112,1.6,0.73
84,Pila,h,s,0,109,1.47,0.6
84,Pila,h,s,0,117,1.38,0.42
84,Pila,h,s,0,111,0.99,0.63
84,Pila,h,s,0,96,0.92,0.32
84,Pila,h,s,0,99,1.38,0.67
84,Pila,h,s,0,118,1.51,0.58
84,Pila,h,s,0,117,1.2,0.67
84,Pila,h,s,0,84,0.92,0.37
84,Pila,h,s,0,106,1.49,0.59
84,Pila,h,s,0,85,1.15,0.47
84,Pila,h,s,0,78,1.17,0.25
84,Pila,h,s,0,90,1.22,0.35
85,Abma,m,s,0,93.72,37.57,0.94
85,Abma,m,s,0,31.57,28.07,0.54
86,Abma,m,n,0,33.09,19.35,0.61
86,Abma,m,n,0,57.54,34.26,0.71
86,Abma,m,n,0,69.88,34.33,0.97
87,Abma,m,n,0,81.18,30.25,0.62
87,Abma,m,n,0,85.94,31.53,0.47
88,Abma,m,s,0,117.1,31.94,0.83
89,Abma,l,s,0,74.95,35.3,0.79
89,Abma,l,s,0,67.61,28.74,0.79
89,Abma,l,s,0,24.56,22.84,0.77
90,Abma,l,s,0,91.98,32.34,0.94
91,Abma,l,n,0,132.87,20.95,1.05
91,Abma,l,n,0,62.5,20.3,0.87
92,Abma,l,n,0,74.75,33,1.04
92,Abma,l,n,0,60.53,27.95,0.86
92,Abma,l,n,0,35.07,19.79,0.78
93,Abma,h,n,0,74.96,36.04,0.79
93,Abma,h,n,0,43.41,29.09,0.2
93,Abma,h,n,0,28.86,23.4,0.77
94,Abma,h,n,0,44.28,30.83,0.93
94,Abma,h,n,0,69.79,29.71,0.75
94,Abma,h,n,0,66.9,29.2,0.88
95,Abma,h,s,0,75.86,20.79,0.93
95,Abma,h,s,0,54.44,30.94,0.9
96,Abma,h,s,0,88.19,32.86,0.87
96,Abma,h,s,0,73.62,24.98,0.96
100,Abco,m,n,0,68.34,35,1.04
100,Abco,m,n,0,85.18,43.01,0.38
100,Abco,m,n,0,106.37,43.34,0.43
100,Abco,m,n,0,104.51,50.48,0.37
100,Abco,m,n,0,117.49,39.9,0.44
101,Abco,m,n,0,75.87,31.57,0.43
101,Abco,m,n,0,72.27,53.47,0.47
101,Abco,m,n,0,101.49,90.35,0.31
101,Abco,m,n,0,28.02,45.4,0.57
102,Abco,m,n,0,79.77,70.46,0.4
102,Abco,m,n,0,102.41,79.36,0.37
102,Abco,m,n,0,82.02,40.83,0.4
103,Abco,m,n,0,112,45,0.6
103,Abco,m,n,0,98.07,63.29,0.55
103,Abco,m,n,0,93.34,41.19,0.45
104,Abco,m,n,0,108.11,48.01,0.44
104,Abco,m,n,0,95.7,44.88,0.63
104,Abco,m,n,0,57.8,37.93,0.51
105,Abco,m,n,0,102,34.95,0.49
105,Abco,m,n,0,124.72,41.44,0.55
105,Abco,m,n,0,90.64,52.45,0.48
106,Cade,m,n,0,92.17,17.15,0.75
106,Cade,m,n,0,77.75,21.03,0.77
106,Cade,m,n,0,88.21,16.51,0.74
106,Cade,m,n,0,76.16,24.21,0.74
106,Cade,m,n,0,65.09,45.06,0.64
106,Cade,m,n,0,58.6,6.1,0.63
106,Cade,m,n,0,55.19,9.14,0.68
107,Cade,m,n,0,78.71,18.4,1
107,Cade,m,n,0,118.26,33.88,0.78
107,Cade,m,n,0,87.67,25.03,0.96
107,Cade,m,n,0,83.24,17.46,0.82
107,Cade,m,n,0,79.94,18.93,0.86
108,Cade,m,n,0,98.96,34.71,1.1
108,Cade,m,n,0,93.66,37.46,0.73
108,Cade,m,n,0,85.77,29.48,0.79
108,Cade,m,n,0,71.14,20.64,0.7
109,Cade,m,n,0,102.18,33.62,0.99
109,Cade,m,n,0,77.41,27.95,0.94
109,Cade,m,n,0,74.51,15.76,0.71
109,Cade,m,n,0,71.17,8.64,0.6
109,Cade,m,n,0,67.05,20.48,0.73
110,Cade,m,n,0,86.54,41.26,0.61
110,Cade,m,n,0,114.52,34.91,0.96
111,Cade,m,n,0,103.12,18.49,0.64
111,Cade,m,n,0,107,50.45,0.66
111,Cade,m,n,0,59.69,30.99,0.94
112,Pipo,m,n,0,205,3.04,0.86
112,Pipo,m,n,0,235,2.2,0.72
112,Pipo,m,n,0,221,2.53,0.76
112,Pipo,m,n,0,249,3.2,0.85
112,Pipo,m,n,0,252,2.89,0.81
112,Pipo,m,n,0,232,2.95,0.72
112,Pipo,m,n,0,234,3.26,0.68
113,Pipo,m,n,0,258,3.94,0.8
113,Pipo,m,n,0,180,2.83,0.6
113,Pipo,m,n,0,241,2.88,0.87
113,Pipo,m,n,0,176,1.92,0.81
113,Pipo,m,n,0,175,3.18,0.79
113,Pipo,m,n,0,250,3.48,0.73
113,Pipo,m,n,0,210,2.41,0.71
113,Pipo,m,n,0,205,2.87,0.65
113,Pipo,m,n,0,175,1.9,0.76
114,Pipo,m,n,0,139,2.76,0.82
114,Pipo,m,n,0,197.5,2.35,0.62
114,Pipo,m,n,0,225.5,3.12,0.55
114,Pipo,m,n,0,167.5,2.88,0.63
114,Pipo,m,n,0,244,2.54,0.98
114,Pipo,m,n,0,181.5,3.28,0.8
114,Pipo,m,n,0,181,3.02,0.9
114,Pipo,m,n,0,174,1.81,0.9
114,Pipo,m,n,0,146,1.62,0.55
115,Pipo,m,n,0,232,2.12,0.7
115,Pipo,m,n,0,233.5,2.96,0.89
115,Pipo,m,n,0,198,2.04,0.82
115,Pipo,m,n,0,192,2.09,0.93
115,Pipo,m,n,0,222,2.61,0.7
115,Pipo,m,n,0,226,2.34,0.63
115,Pipo,m,n,0,213.5,2.17,0.74
115,Pipo,m,n,0,175.5,2.74,0.78
116,Pipo,m,n,0,235.5,3.25,0.86
116,Pipo,m,n,0,255.5,3.28,0.85
116,Pipo,m,n,0,216,1.88,0.8
116,Pipo,m,n,0,207,2.05,0.93
116,Pipo,m,n,0,261,3.14,0.9
116,Pipo,m,n,0,204,2.24,0.8
117,Pipo,m,n,0,228,2.91,0.7
117,Pipo,m,n,0,160.5,1.99,0.64
117,Pipo,m,n,0,198,1.94,0.79
117,Pipo,m,n,0,190,3.03,0.58
117,Pipo,m,n,0,199.5,2,0.75
117,Pipo,m,n,0,211,3.17,0.75
117,Pipo,m,n,0,204.5,2.07,0.84
117,Pipo,m,n,0,228,2.19,0.8
118,Abco,m,s,0,109.4,42.45,0.48
118,Abco,m,s,0,96.37,36.15,0.43
118,Abco,m,s,0,90.83,40.34,0.48
118,Abco,m,s,0,76.34,55.03,0.48
118,Abco,m,s,0,19.35,28.75,0.52
119,Abco,m,s,0,101.18,83.7,0.46
119,Abco,m,s,0,90.21,41.38,0.58
119,Abco,m,s,0,94.7,40.4,0.62
120,Abco,m,s,0,96.65,44.47,0.55
120,Abco,m,s,0,102.48,43.56,0.66
120,Abco,m,s,0,78.43,58.69,0.45
120,Abco,m,s,0,77.51,47.08,0.5
121,Abco,m,s,0,135.04,57.04,0.58
121,Abco,m,s,0,86.42,34.67,0.38
121,Abco,m,s,0,74.14,43.53,0.51
121,Abco,m,s,0,67.17,35.47,0.61
122,Abco,m,s,0,89.81,73.3,0.51
122,Abco,m,s,0,86.96,53.31,0.51
122,Abco,m,s,0,81.51,60.99,0.53
122,Abco,m,s,0,21.64,14.24,0.62
123,Abco,m,s,0,103.3,44.92,0.43
123,Abco,m,s,0,90.18,63.46,0.54
123,Abco,m,s,0,82.74,98.3,0.34
124,Cade,m,s,0,108.68,37.41,0.62
124,Cade,m,s,0,99.49,49.2,0.65
124,Cade,m,s,0,95.21,26.98,0.97
124,Cade,m,s,0,54,13.88,0.59
125,Cade,m,s,0,64.09,18.42,0.73
125,Cade,m,s,0,117.85,45.82,0.66
125,Cade,m,s,0,104.22,21.53,0.79
126,Cade,m,s,0,85.61,44.98,0.9
126,Cade,m,s,0,91.6,50.71,0.73
126,Cade,m,s,0,110.1,34.4,0.86
127,Cade,m,s,0,103.82,38.34,0.91
127,Cade,m,s,0,84.43,32.53,0.75
127,Cade,m,s,0,76.11,29.24,0.69
127,Cade,m,s,0,69.51,52.75,0.56
127,Cade,m,s,0,62.2,8.32,0.87
128,Cade,m,s,0,94.04,22.05,0.97
128,Cade,m,s,0,108.74,18.1,0.73
128,Cade,m,s,0,92.28,27.22,0.71
129,Cade,m,s,0,101.44,39.34,0.86
129,Cade,m,s,0,84.39,29.23,0.81
129,Cade,m,s,0,74.8,30.06,0.89
129,Cade,m,s,0,67.88,17.76,0.7
129,Cade,m,s,0,68.62,11.56,0.86
130,Pipo,m,s,0,227.5,2.12,0.75
130,Pipo,m,s,0,302,2.1,0.76
130,Pipo,m,s,0,211,2.25,0.82
130,Pipo,m,s,0,164,1.58,0.76
130,Pipo,m,s,0,213.5,1.33,0.77
130,Pipo,m,s,0,212,1.53,0.71
130,Pipo,m,s,0,211,1.45,0.58
130,Pipo,m,s,0,210,1.99,0.8
131,Pipo,m,s,0,233.5,3.57,0.98
131,Pipo,m,s,0,195,2.43,0.83
131,Pipo,m,s,0,219.5,2.8,0.85
131,Pipo,m,s,0,197,2.37,0.75
131,Pipo,m,s,0,207,1.84,0.96
131,Pipo,m,s,0,189.5,2.24,0.56
131,Pipo,m,s,0,159.5,1.45,0.79
131,Pipo,m,s,0,150.5,1.64,0.74
131,Pipo,m,s,0,128,1.76,0.6
132,Pipo,m,s,0,215,2.39,0.92
132,Pipo,m,s,0,197.5,1.59,0.82
132,Pipo,m,s,0,190,1.98,0.72
132,Pipo,m,s,0,240,2.35,0.7
132,Pipo,m,s,0,246,3.17,0.81
132,Pipo,m,s,0,203.5,2.18,0.78
132,Pipo,m,s,0,212.5,2.08,0.95
132,Pipo,m,s,0,167,1.91,0.85
132,Pipo,m,s,0,230,2.08,0.93
133,Pipo,m,s,0,244,2.12,0.87
133,Pipo,m,s,0,268,2.38,0.88
133,Pipo,m,s,0,215,1.76,0.86
133,Pipo,m,s,0,221,1.58,0.7
133,Pipo,m,s,0,227.5,1.9,0.8
133,Pipo,m,s,0,190.5,2.48,0.88
133,Pipo,m,s,0,90.5,1.61,0.81
133,Pipo,m,s,0,115.5,1.67,0.81
134,Pipo,m,s,0,180,2.36,0.99
134,Pipo,m,s,0,266,2.44,0.79
134,Pipo,m,s,0,200,3.43,0.98
134,Pipo,m,s,0,234.5,1.58,0.74
134,Pipo,m,s,0,205,1.6,0.79
134,Pipo,m,s,0,223,1.53,0.72
134,Pipo,m,s,0,236,2.08,0.76
134,Pipo,m,s,0,120,1.92,0.74
134,Pipo,m,s,0,115,1.66,0.84
135,Pipo,m,s,0,265,1.96,0.88
135,Pipo,m,s,0,217,1.48,0.79
135,Pipo,m,s,0,189,2.49,0.96
135,Pipo,m,s,0,250,2.83,0.87
135,Pipo,m,s,0,199,2.39,0.9
135,Pipo,m,s,0,193.5,2.21,0.74
135,Pipo,m,s,0,179,2.92,0.72
135,Pipo,m,s,0,192,1.96,0.75
135,Pipo,m,s,0,210,2.94,0.81
136,Abco,l,s,0,50.72,40.83,0.55
136,Abco,l,s,0,31.84,22.15,0.48
136,Abco,l,s,0,86.16,34.65,0.49
136,Abco,l,s,0,73.74,38.97,0.48
136,Abco,l,s,0,72.91,64.47,0.45
137,Abco,l,s,0,74.94,49.66,0.55
137,Abco,l,s,0,74.15,47.21,0.5
137,Abco,l,s,0,64.81,42.25,0.51
137,Abco,l,s,0,66.13,37.56,0.51
137,Abco,l,s,0,41.45,46.5,0.51
138,Abco,l,s,0,82.77,52.88,0.57
138,Abco,l,s,0,86.29,64.83,0.46
138,Abco,l,s,0,66.56,52.75,0.53
139,Abco,l,s,0,108.33,47.5,0.5
139,Abco,l,s,0,88.38,71.98,0.4
140,Abco,l,s,0,122.86,84.82,0.45
140,Abco,l,s,0,82.53,44.55,0.39
141,Abco,l,s,0,26.72,30.67,0.43
141,Abco,l,s,0,44.45,32.15,0.45
141,Abco,l,s,0,114.6,75.45,0.43
141,Abco,l,s,0,71.85,39.49,0.4
142,Cade,l,s,0,91.28,21.99,0.71
142,Cade,l,s,0,82.88,19.51,0.81
142,Cade,l,s,0,81.91,23.59,0.78
142,Cade,l,s,0,80.58,24.4,0.85
142,Cade,l,s,0,65.33,20.44,0.9
143,Cade,l,s,0,59.11,57.49,0.73
143,Cade,l,s,0,77.78,22.71,0.72
143,Cade,l,s,0,92.98,22.11,0.82
143,Cade,l,s,0,97.64,24.02,0.95
144,Cade,l,s,0,108.1,57.12,0.65
144,Cade,l,s,0,95.38,55.8,0.82
144,Cade,l,s,0,63.38,13.83,0.9
145,Cade,l,s,0,94.99,32.12,0.73
145,Cade,l,s,0,75.91,31.26,0.72
145,Cade,l,s,0,74.6,24.79,0.8
145,Cade,l,s,0,63.24,27.38,0.74
146,Cade,l,s,0,104.46,27.22,0.71
146,Cade,l,s,0,86.22,18.56,0.51
147,Cade,l,s,0,97.31,30.03,0.57
147,Cade,l,s,0,96.37,22.26,0.6
148,Pipo,l,s,0,229,2.46,0.7
148,Pipo,l,s,0,195,2.39,0.7
148,Pipo,l,s,0,195,1.9,0.68
148,Pipo,l,s,0,173,2.43,0.71
148,Pipo,l,s,0,219,1.71,0.7
148,Pipo,l,s,0,225,2.97,0.91
149,Pipo,l,s,0,184,2.26,0.88
149,Pipo,l,s,0,236,1.41,0.68
149,Pipo,l,s,0,205.5,1.43,0.7
149,Pipo,l,s,0,255,1.78,0.81
149,Pipo,l,s,0,213,1.95,0.66
149,Pipo,l,s,0,258.5,1.3,0.76
149,Pipo,l,s,0,169,1.32,0.72
149,Pipo,l,s,0,133,1.37,0.81
150,Pipo,l,s,0,257,2.29,0.71
150,Pipo,l,s,0,252,1.9,0.92
150,Pipo,l,s,0,175,2.1,0.75
150,Pipo,l,s,0,224,1.51,0.84
150,Pipo,l,s,0,210,1.64,0.79
150,Pipo,l,s,0,143,1.6,0.75
150,Pipo,l,s,0,180,1.42,0.64
150,Pipo,l,s,0,107,1.89,0.87
151,Pipo,l,s,0,230,1.67,0.69
151,Pipo,l,s,0,205,1.58,0.76
151,Pipo,l,s,0,192,1.51,0.75
151,Pipo,l,s,0,174,2.09,0.73
151,Pipo,l,s,0,152.5,1.46,0.69
151,Pipo,l,s,0,205,1.58,0.78
151,Pipo,l,s,0,206.5,1.6,0.67
151,Pipo,l,s,0,193.5,1.67,0.72
151,Pipo,l,s,0,151,1.63,0.8
152,Pipo,l,s,0,180,1.73,0.65
152,Pipo,l,s,0,250,1.63,0.71
152,Pipo,l,s,0,177.5,2.08,0.68
152,Pipo,l,s,0,211,1.57,0.74
152,Pipo,l,s,0,177,1.34,0.77
152,Pipo,l,s,0,240,1.76,0.91
152,Pipo,l,s,0,194,1.39,0.72
152,Pipo,l,s,0,175,1.73,0.79
153,Pipo,l,s,0,248,1.63,0.73
153,Pipo,l,s,0,225,1.72,0.74
153,Pipo,l,s,0,240.5,1.95,0.91
153,Pipo,l,s,0,212,1.92,0.91
153,Pipo,l,s,0,201,1.48,0.74
153,Pipo,l,s,0,201,1.65,0.75
153,Pipo,l,s,0,152,1.52,0.62
153,Pipo,l,s,0,142,1.44,0.68
154,Abco,l,n,0,104.71,56.02,0.41
154,Abco,l,n,0,83.82,54.86,0.49
154,Abco,l,n,0,71.14,43.07,0.46
154,Abco,l,n,0,25.46,30.77,0.48
155,Abco,l,n,0,105.45,69.83,0.39
155,Abco,l,n,0,87.61,52.55,0.42
155,Abco,l,n,0,45.08,43.59,0.47
156,Abco,l,n,0,56.27,41.83,0.54
156,Abco,l,n,0,98.81,67.8,0.42
156,Abco,l,n,0,102.05,66.28,0.56
157,Abco,l,n,0,98.61,56.12,0.46
157,Abco,l,n,0,97.35,42.37,0.61
157,Abco,l,n,0,65.8,37.59,0.5
157,Abco,l,n,0,53.3,36.81,0.45
158,Abco,l,n,0,97.43,65.44,0.49
158,Abco,l,n,0,76.74,35.05,0.53
158,Abco,l,n,0,70.09,35.12,0.43
159,Abco,l,n,0,88.77,42.48,0.6
159,Abco,l,n,0,90.46,50.13,0.51
159,Abco,l,n,0,73.2,45.79,0.55
159,Abco,l,n,0,63.26,32.12,0.61
160,Cade,l,n,0,86.27,43.63,0.69
160,Cade,l,n,0,82.4,35.54,0.75
160,Cade,l,n,0,61.15,20.92,0.68
160,Cade,l,n,0,53.47,36.87,0.86
161,Cade,l,n,0,94.35,28.9,0.94
161,Cade,l,n,0,89.35,19.32,0.5
161,Cade,l,n,0,80.53,15.16,0.66
161,Cade,l,n,0,79.75,19.28,0.79
161,Cade,l,n,0,77.7,19.24,0.65
161,Cade,l,n,0,67.77,13.6,0.69
162,Cade,l,n,0,107.51,28.44,0.93
162,Cade,l,n,0,78.63,13.6,0.82
162,Cade,l,n,0,75,16.31,0.85
163,Cade,l,n,0,87.53,33.66,0.74
163,Cade,l,n,0,107.09,25.26,0.54
164,Cade,l,n,0,99.21,15.61,0.59
164,Cade,l,n,0,83.87,17.45,0.78
164,Cade,l,n,0,84.44,30.35,0.81
164,Cade,l,n,0,71.71,25.38,0.87
165,Cade,l,n,0,67.25,30.4,0.81
