tag,spcode,alt,asp,year,l,w,t
201,Cade,h,s,2,5.03,2.73,0.81
201,Cade,h,s,2,9.91,2.72,0.92
201,Cade,h,s,2,13.99,2.71,0.95
201,Cade,h,s,2,5.78,2.71,0.72
201,Cade,h,s,2,6.43,2.7,1
201,Cade,h,s,2,10.86,2.69,1.74
201,Cade,h,s,2,6.99,2.69,0.89
201,Cade,h,s,2,6.93,2.67,0.85
201,Cade,h,s,2,5.31,2.66,0.74
201,Cade,h,s,2,12.41,2.64,0.92
201,Cade,h,s,2,6.71,2.64,0.96
201,Cade,h,s,2,5.37,2.64,0.61
201,Cade,h,s,2,6.76,2.63,1.13
201,Cade,h,s,2,4.63,2.63,0.62
201,Cade,h,s,2,9.62,2.6,0.61
201,Cade,h,s,2,6.72,2.6,1.12
201,Cade,h,s,2,4.04,2.6,0.65
201,Cade,h,s,2,8.13,2.58,0.65
201,Cade,h,s,2,15.36,2.57,1.12
201,Cade,h,s,2,5.77,2.57,0.79
201,Cade,h,s,2,5.96,2.56,0.71
201,Cade,h,s,2,9.57,2.55,1.1
201,Cade,h,s,2,6.73,2.55,1.22
201,Cade,h,s,2,5.17,2.54,0.6
201,Cade,h,s,2,6.61,2.53,0.82
201,Cade,h,s,2,4.54,2.53,0.65
201,Cade,h,s,2,4.17,2.51,0.63
201,Cade,h,s,2,8.07,2.5,1.1
201,Cade,h,s,2,9.22,2.49,0.75
201,Cade,h,s,2,6.97,2.48,0.78
201,Cade,h,s,2,6.54,2.48,0.63
201,Cade,h,s,2,4.9,2.48,0.45
201,Cade,h,s,2,4.01,2.47,0.61
201,Cade,h,s,2,10.21,2.46,0.85
201,Cade,h,s,2,6.44,2.46,0.74
201,Cade,h,s,2,6.38,2.46,0.8
201,Cade,h,s,2,4.45,2.46,0.67
201,Cade,h,s,2,13.01,2.45,0.75
201,Cade,h,s,2,4.6,2.45,0.61
201,Cade,h,s,2,6.06,2.45,0.78
201,Cade,h,s,2,5.02,2.45,0.74
201,Cade,h,s,2,4.27,2.44,0.73
201,Cade,h,s,2,5.64,2.43,0.8
201,Cade,h,s,2,4.7,2.43,0.7
201,Cade,h,s,2,6.74,2.42,0.84
201,Cade,h,s,2,7.63,2.41,1.11
201,Cade,h,s,2,4.76,2.41,0.58
201,Cade,h,s,2,4.27,2.4,0.7
201,Cade,h,s,2,4.55,2.4,0.85
201,Cade,h,s,2,4.46,2.4,0.52
201,Cade,h,s,2,8.11,2.38,0.57
201,Cade,h,s,2,5.66,2.38,0.77
201,Cade,h,s,2,6.02,2.38,0.73
201,Cade,h,s,2,10.32,2.37,0.62
201,Cade,h,s,2,5.13,2.36,0.78
201,Cade,h,s,2,5.97,2.36,0.95
201,Cade,h,s,2,4.66,2.36,0.65
201,Cade,h,s,2,10.35,2.35,0.74
201,Cade,h,s,2,5.84,2.35,0.55
201,Cade,h,s,2,7.01,2.34,0.74
201,Cade,h,s,2,6.61,2.34,0.8
201,Cade,h,s,2,6.49,2.34,0.54
201,Cade,h,s,2,5.55,2.33,0.73
201,Cade,h,s,2,4.34,2.32,0.7
201,Cade,h,s,2,4.1,2.32,0.72
201,Cade,h,s,2,4.81,2.31,0.77
201,Cade,h,s,2,5.48,2.29,0.68
201,Cade,h,s,2,6.45,2.29,0.75
201,Cade,h,s,2,7.85,2.28,0.78
201,Cade,h,s,2,7.09,2.28,0.74
201,Cade,h,s,2,6.21,2.28,0.83
201,Cade,h,s,2,4.72,2.28,0.73
201,Cade,h,s,2,7.47,2.27,0.81
201,Cade,h,s,2,4,2.26,0.85
201,Cade,h,s,2,5.73,2.25,0.78
201,Cade,h,s,2,7.24,2.24,0.7
201,Cade,h,s,2,6.92,2.22,0.87
201,Cade,h,s,2,4.45,2.21,0.61
201,Cade,h,s,2,7.95,2.19,0.72
201,Cade,h,s,2,5.89,2.17,0.96
201,Cade,h,s,2,6.71,2.15,0.87
201,Cade,h,s,2,4.39,2.15,0.84
201,Cade,h,s,2,4.1,2.14,0.77
201,Cade,h,s,2,4.33,2.14,0.64
201,Cade,h,s,2,4.82,2.13,0.71
201,Cade,h,s,2,4.54,2.11,0.74
201,Cade,h,s,2,6.72,2.1,0.63
201,Cade,h,s,2,6.34,2.07,0.81
201,Cade,h,s,2,4.53,2.06,0.53
201,Cade,h,s,2,4.07,2.03,0.56
201,Cade,h,s,2,6.22,2.03,0.63
201,Cade,h,s,2,5.96,2,0.65
201,Cade,h,s,2,4.42,1.98,0.7
201,Cade,h,s,2,5.18,1.97,0.92
201,Cade,h,s,2,4.05,1.97,0.63
201,Cade,h,s,2,4.32,1.95,0.92
201,Cade,h,s,2,11.43,1.94,0.49
201,Cade,h,s,2,5.9,1.94,0.55
201,Cade,h,s,2,7.77,1.93,0.53
201,Cade,h,s,2,6.06,1.93,0.32
201,Cade,h,s,2,6.8,1.92,0.68
201,Cade,h,s,2,6.03,1.91,0.71
201,Cade,h,s,2,6.04,1.9,1.02
201,Cade,h,s,2,5.79,1.9,0.5
201,Cade,h,s,2,5.87,1.89,0.77
201,Cade,h,s,2,4.21,1.87,0.57
201,Cade,h,s,2,5.92,1.87,0.63
201,Cade,h,s,2,7.22,1.85,0.54
201,Cade,h,s,2,6.87,1.85,0.35
201,Cade,h,s,2,5.51,1.81,0.75
201,Cade,h,s,2,8.1,1.79,0.97
201,Cade,h,s,2,7.12,1.79,0.65
201,Cade,h,s,2,7.24,1.78,0.6
201,Cade,h,s,2,4.25,1.78,0.59
201,Cade,h,s,2,7.88,1.77,0.45
201,Cade,h,s,2,7.12,1.77,0.46
201,Cade,h,s,2,6.9,1.77,0.47
201,Cade,h,s,2,5.52,1.77,0.53
201,Cade,h,s,2,5.58,1.76,0.64
201,Cade,h,s,2,9.03,1.75,0.58
201,Cade,h,s,2,5.6,1.75,0.53
201,Cade,h,s,2,5.67,1.75,0.48
201,Cade,h,s,2,5.02,1.74,0.52
201,Cade,h,s,2,4.98,1.73,0.49
201,Cade,h,s,2,5.25,1.72,0.46
201,Cade,h,s,2,5.59,1.71,0.47
201,Cade,h,s,2,4.52,1.7,0.54
201,Cade,h,s,2,4.53,1.7,0.48
201,Cade,h,s,2,7.85,1.69,0.65
201,Cade,h,s,2,6.17,1.69,0.54
201,Cade,h,s,2,4.97,1.68,0.46
201,Cade,h,s,2,9.9,1.67,0.68
201,Cade,h,s,2,6.06,1.66,0.44
201,Cade,h,s,2,4.07,1.66,0.52
201,Cade,h,s,2,4.71,1.65,0.58
201,Cade,h,s,2,6.69,1.64,0.71
201,Cade,h,s,2,4.18,1.64,0.65
201,Cade,h,s,2,5.79,1.64,0.68
201,Cade,h,s,2,4.81,1.63,0.37
201,Cade,h,s,2,5.67,1.62,0.44
201,Cade,h,s,2,5.02,1.6,0.61
201,Cade,h,s,2,5.33,1.6,0.57
201,Cade,h,s,2,5.11,1.6,0.49
201,Cade,h,s,2,6.14,1.59,1.09
201,Cade,h,s,2,4.07,1.59,0.61
201,Cade,h,s,2,6.79,1.57,0.5
201,Cade,h,s,2,5.49,1.57,0.51
201,Cade,h,s,2,5.74,1.56,0.59
201,Cade,h,s,2,5.76,1.56,0.66
201,Cade,h,s,2,4.86,1.56,0.52
201,Cade,h,s,2,4.52,1.56,0.47
201,Cade,h,s,2,4.05,1.54,0.48
201,Cade,h,s,2,6.23,1.53,0.68
201,Cade,h,s,2,4.88,1.53,0.73
201,Cade,h,s,2,5.73,1.52,0.58
201,Cade,h,s,2,4.74,1.52,0.6
201,Cade,h,s,2,4.29,1.52,0.4
201,Cade,h,s,2,4.84,1.51,0.68
201,Cade,h,s,2,4.42,1.51,0.59
201,Cade,h,s,2,4.24,1.51,0.74
201,Cade,h,s,2,6.7,1.5,0.53
201,Cade,h,s,2,5.9,1.49,0.65
201,Cade,h,s,2,4.66,1.49,0.47
201,Cade,h,s,2,4.78,1.47,0.35
201,Cade,h,s,2,4.27,1.47,0.63
201,Cade,h,s,2,5.06,1.47,0.96
201,Cade,h,s,2,5.31,1.47,0.64
201,Cade,h,s,2,6.58,1.46,0.56
201,Cade,h,s,2,4.4,1.46,0.48
201,Cade,h,s,2,5.04,1.45,0.42
201,Cade,h,s,2,4.67,1.44,0.43
201,Cade,h,s,2,5.9,1.43,0.66
201,Cade,h,s,2,5.9,1.42,0.43
201,Cade,h,s,2,7.62,1.39,0.5
201,Cade,h,s,2,4.92,1.37,0.46
201,Cade,h,s,2,6.33,1.36,0.52
201,Cade,h,s,2,4.31,1.35,0.5
201,Cade,h,s,2,4,1.35,0.52
201,Cade,h,s,2,4.29,1.34,0.88
201,Cade,h,s,2,5.8,1.3,0.46
201,Cade,h,s,2,4.51,1.25,0.44
201,Cade,h,s,2,4.53,1.23,0.52
201,Cade,h,s,2,4.64,1.09,0.63
201,Cade,h,s,2,4.18,1.08,0.5
200,Cade,h,s,2,73.86,10.66,2.34
200,Cade,h,s,2,21.32,9.76,1.18
200,Cade,h,s,2,24.03,7.18,1.41
200,Cade,h,s,2,25.74,6.77,0.86
200,Cade,h,s,2,5.9,5.89,1.39
200,Cade,h,s,2,21.34,5.8,1.04
200,Cade,h,s,2,14.65,5.79,1.48
200,Cade,h,s,2,14.88,5.65,1.39
200,Cade,h,s,2,22.1,5.51,1.07
200,Cade,h,s,2,8.85,5.38,0.94
200,Cade,h,s,2,11.89,5.13,0.95
200,Cade,h,s,2,8.47,5,0.71
200,Cade,h,s,2,8.45,4.91,1.13
200,Cade,h,s,2,19.9,4.88,1.5
200,Cade,h,s,2,12.57,4.83,0.76
200,Cade,h,s,2,10.73,4.81,0.97
200,Cade,h,s,2,19.21,4.8,1.67
200,Cade,h,s,2,15.83,4.45,0.88
200,Cade,h,s,2,11.98,4.38,0.64
200,Cade,h,s,2,11.23,4.31,0.92
200,Cade,h,s,2,26.96,4.18,1.75
200,Cade,h,s,2,7.76,3.86,0.66
200,Cade,h,s,2,10.2,3.84,0.89
200,Cade,h,s,2,10.3,3.74,1.01
200,Cade,h,s,2,7.31,3.45,0.72
200,Cade,h,s,2,13.06,3.42,0.71
200,Cade,h,s,2,5.24,3.29,0.71
200,Cade,h,s,2,9.06,3.25,0.94
200,Cade,h,s,2,20.58,3.23,0.85
200,Cade,h,s,2,6.69,3.2,0.98
200,Cade,h,s,2,7.11,3.18,0.86
200,Cade,h,s,2,15.05,3.17,1.08
200,Cade,h,s,2,7.27,3.12,0.7
200,Cade,h,s,2,7.54,3.1,0.56
200,Cade,h,s,2,7.73,3.09,1.18
200,Cade,h,s,2,14.26,3.08,0.88
200,Cade,h,s,2,16.13,3.06,1.64
200,Cade,h,s,2,6.2,3.05,0.95
200,Cade,h,s,2,15.38,3.02,0.63
200,Cade,h,s,2,17.48,3.01,0.92
200,Cade,h,s,2,6.29,3,0.91
200,Cade,h,s,2,8.04,2.99,0.43
200,Cade,h,s,2,10,2.98,0.86
200,Cade,h,s,2,7.44,2.96,0.67
200,Cade,h,s,2,12.69,2.93,1.12
200,Cade,h,s,2,7.64,2.91,1
200,Cade,h,s,2,6.97,2.91,0.98
200,Cade,h,s,2,9.31,2.9,1.25
200,Cade,h,s,2,7.24,2.9,0.76
200,Cade,h,s,2,5.12,2.89,0.92
200,Cade,h,s,2,5.03,2.89,0.95
200,Cade,h,s,2,4.92,2.87,0.63
200,Cade,h,s,2,8.42,2.85,1.29
200,Cade,h,s,2,6.71,2.84,1.17
200,Cade,h,s,2,8.06,2.83,0.83
200,Cade,h,s,2,5.25,2.8,0.74
200,Cade,h,s,2,12.82,2.79,0.99
200,Cade,h,s,2,8.42,2.77,0.66
200,Cade,h,s,2,6.98,2.77,0.83
200,Cade,h,s,2,5.96,2.77,0.71
200,Cade,h,s,2,4.27,2.77,0.81
200,Cade,h,s,2,6.92,2.76,1.18
200,Cade,h,s,2,9.66,2.75,0.79
200,Cade,h,s,2,11.84,2.74,0.84
200,Cade,h,s,2,9.4,2.73,0.66
200,Cade,h,s,2,7.82,2.73,0.91
200,Cade,h,s,2,4.12,2.73,0.74
200,Cade,h,s,2,6.81,2.71,0.73
200,Cade,h,s,2,12.08,2.68,1.24
200,Cade,h,s,2,5.98,2.68,0.81
200,Cade,h,s,2,4.89,2.68,0.82
200,Cade,h,s,2,9.21,2.67,1.72
200,Cade,h,s,2,4.65,2.67,0.61
200,Cade,h,s,2,4.93,2.66,0.76
200,Cade,h,s,2,4.3,2.65,0.58
200,Cade,h,s,2,4.65,2.64,0.52
200,Cade,h,s,2,4.03,2.64,0.73
200,Cade,h,s,2,4.3,2.64,0.59
200,Cade,h,s,2,8.68,2.63,0.74
200,Cade,h,s,2,5.02,2.63,0.85
200,Cade,h,s,2,7.47,2.62,0.91
200,Cade,h,s,2,4.02,2.61,0.54
200,Cade,h,s,2,5.98,2.6,0.85
200,Cade,h,s,2,4.56,2.59,0.78
200,Cade,h,s,2,6.12,2.58,0.99
200,Cade,h,s,2,4.93,2.58,0.57
200,Cade,h,s,2,7.18,2.54,0.52
200,Cade,h,s,2,4.44,2.54,0.82
200,Cade,h,s,2,6.14,2.53,0.59
200,Cade,h,s,2,6.35,2.53,0.69
200,Cade,h,s,2,9.31,2.52,1.11
200,Cade,h,s,2,4.74,2.52,0.72
200,Cade,h,s,2,4.48,2.52,0.81
200,Cade,h,s,2,4.15,2.52,0.78
200,Cade,h,s,2,12.45,2.51,1.07
200,Cade,h,s,2,8.61,2.5,0.95
200,Cade,h,s,2,6.97,2.5,0.76
200,Cade,h,s,2,7.15,2.5,0.82
200,Cade,h,s,2,6.85,2.5,0.88
200,Cade,h,s,2,9.52,2.48,0.75
200,Cade,h,s,2,5.01,2.48,0.9
200,Cade,h,s,2,4.01,2.48,0.81
200,Cade,h,s,2,7.71,2.47,0.87
200,Cade,h,s,2,7.02,2.47,0.7
200,Cade,h,s,2,7.5,2.45,0.74
200,Cade,h,s,2,6.57,2.45,0.84
200,Cade,h,s,2,6.07,2.45,0.68
200,Cade,h,s,2,8.94,2.44,0.93
200,Cade,h,s,2,5.04,2.44,0.76
200,Cade,h,s,2,4.77,2.44,0.6
200,Cade,h,s,2,5.62,2.43,0.72
200,Cade,h,s,2,4.61,2.42,0.68
200,Cade,h,s,2,5.25,2.41,0.52
200,Cade,h,s,2,9.96,2.4,0.86
200,Cade,h,s,2,4.57,2.4,0.88
200,Cade,h,s,2,6.71,2.39,0.44
200,Cade,h,s,2,4.09,2.39,0.85
200,Cade,h,s,2,4.4,2.38,0.92
200,Cade,h,s,2,5.85,2.37,0.76
200,Cade,h,s,2,9.56,2.35,0.56
200,Cade,h,s,2,4.81,2.33,0.87
200,Cade,h,s,2,5.02,2.32,0.91
200,Cade,h,s,2,8.3,2.29,0.81
200,Cade,h,s,2,4.64,2.26,0.89
200,Cade,h,s,2,8.14,2.26,0.95
200,Cade,h,s,2,6.32,2.24,0.66
200,Cade,h,s,2,5.33,2.19,0.67
200,Cade,h,s,2,7.92,2.18,0.64
200,Cade,h,s,2,5.89,2.18,0.82
200,Cade,h,s,2,6,2.17,0.67
200,Cade,h,s,2,5,2.17,0.73
200,Cade,h,s,2,5.04,2.14,0.25
200,Cade,h,s,2,10.41,2.13,1.05
200,Cade,h,s,2,7.32,2.13,0.62
200,Cade,h,s,2,4.44,2.11,1.01
200,Cade,h,s,2,7.85,2.06,0.42
200,Cade,h,s,2,5.96,1.9,0.43
200,Cade,h,s,2,4.97,1.85,0.79
200,Cade,h,s,2,4.05,1.84,0.4
200,Cade,h,s,2,5.22,1.82,0.51
200,Cade,h,s,2,4.43,1.82,0.51
200,Cade,h,s,2,5.38,1.82,0.58
200,Cade,h,s,2,6.81,1.81,0.76
200,Cade,h,s,2,4.44,1.79,0.49
200,Cade,h,s,2,4.02,1.77,0.54
200,Cade,h,s,2,5.97,1.76,0.56
200,Cade,h,s,2,5.43,1.76,0.4
200,Cade,h,s,2,5.98,1.75,0.7
200,Cade,h,s,2,4.98,1.75,0.27
200,Cade,h,s,2,4.55,1.74,0.51
200,Cade,h,s,2,7.91,1.73,0.85
200,Cade,h,s,2,6.49,1.73,0.61
200,Cade,h,s,2,5.12,1.73,0.56
200,Cade,h,s,2,6.28,1.7,0.52
200,Cade,h,s,2,5.29,1.7,0.51
200,Cade,h,s,2,4.05,1.7,0.45
200,Cade,h,s,2,9.33,1.68,0.5
200,Cade,h,s,2,7.98,1.68,0.72
200,Cade,h,s,2,4.95,1.68,0.51
200,Cade,h,s,2,5.74,1.66,0.4
200,Cade,h,s,2,5.75,1.66,0.46
200,Cade,h,s,2,6.17,1.65,0.63
200,Cade,h,s,2,8.78,1.64,0.67
200,Cade,h,s,2,7.21,1.64,0.74
200,Cade,h,s,2,6.96,1.64,0.67
200,Cade,h,s,2,4.51,1.64,0.4
200,Cade,h,s,2,4.07,1.63,0.64
200,Cade,h,s,2,4.92,1.62,0.57
200,Cade,h,s,2,12.49,1.61,0.64
200,Cade,h,s,2,5.3,1.61,0.58
200,Cade,h,s,2,6.12,1.61,0.69
200,Cade,h,s,2,8.4,1.6,0.44
200,Cade,h,s,2,4.54,1.6,0.6
200,Cade,h,s,2,8.33,1.59,0.61
200,Cade,h,s,2,6.31,1.59,0.68
200,Cade,h,s,2,5.78,1.59,0.5
200,Cade,h,s,2,6.09,1.58,0.64
200,Cade,h,s,2,7.28,1.57,0.67
200,Cade,h,s,2,5.32,1.57,0.53
200,Cade,h,s,2,6.79,1.56,0.56
200,Cade,h,s,2,5.45,1.56,0.54
200,Cade,h,s,2,4.47,1.56,0.31
200,Cade,h,s,2,4.87,1.56,0.81
200,Cade,h,s,2,4.29,1.54,0.4
200,Cade,h,s,2,4.93,1.54,0.56
200,Cade,h,s,2,4.93,1.54,0.31
200,Cade,h,s,2,4.33,1.54,0.55
200,Cade,h,s,2,5.13,1.53,0.73
200,Cade,h,s,2,5.46,1.53,0.56
200,Cade,h,s,2,7.9,1.52,0.62
200,Cade,h,s,2,5.8,1.52,0.46
200,Cade,h,s,2,5.31,1.49,0.66
200,Cade,h,s,2,4.45,1.49,0.65
200,Cade,h,s,2,7.24,1.46,0.72
200,Cade,h,s,2,4.11,1.46,0.52
200,Cade,h,s,2,5.66,1.45,0.45
200,Cade,h,s,2,5.45,1.45,0.55
200,Cade,h,s,2,4.89,1.45,0.47
200,Cade,h,s,2,4.87,1.45,0.6
200,Cade,h,s,2,4.97,1.44,0.81
200,Cade,h,s,2,4.9,1.42,0.44
200,Cade,h,s,2,8.11,1.37,0.49
200,Cade,h,s,2,4.43,1.35,0.44
200,Cade,h,s,2,4.22,1.32,0.44
200,Cade,h,s,2,4.04,1.29,0.41
200,Cade,h,s,2,4.18,1.27,0.59
199,Cade,h,s,2,36.83,17.5,2.8
199,Cade,h,s,2,16.73,11.57,1.77
199,Cade,h,s,2,29.17,10.18,1.08
199,Cade,h,s,2,26.34,8.83,1.07
199,Cade,h,s,2,20.84,8.54,1.97
199,Cade,h,s,2,23.49,8.42,1.31
199,Cade,h,s,2,20.57,8.07,2.44
199,Cade,h,s,2,61.07,7.92,2.1
199,Cade,h,s,2,19.98,7.5,1.63
199,Cade,h,s,2,13.5,7.24,0.99
199,Cade,h,s,2,21.47,6.95,0.84
199,Cade,h,s,2,18.99,6.2,2.05
199,Cade,h,s,2,21.1,6.19,2.42
199,Cade,h,s,2,32.38,6.08,1.2
199,Cade,h,s,2,22.99,5.59,1.24
199,Cade,h,s,2,14.14,5.56,2.23
199,Cade,h,s,2,12.54,5.49,1.54
199,Cade,h,s,2,14.19,5.48,1.04
199,Cade,h,s,2,9.19,4.71,1.37
199,Cade,h,s,2,9.63,4.54,0.84
199,Cade,h,s,2,13.83,4.52,0.95
199,Cade,h,s,2,15.45,4.49,0.85
199,Cade,h,s,2,13.06,4.39,0.9
199,Cade,h,s,2,14.45,4.28,0.93
199,Cade,h,s,2,25.71,4.25,2.06
199,Cade,h,s,2,7.55,4.24,1.02
199,Cade,h,s,2,24.22,4.22,1.07
199,Cade,h,s,2,11.27,4.19,1.12
199,Cade,h,s,2,11.19,4.16,0.72
199,Cade,h,s,2,6.76,4.16,0.82
199,Cade,h,s,2,10.57,4.13,1.04
199,Cade,h,s,2,12.99,4.1,0.86
199,Cade,h,s,2,10.51,4.08,1.08
199,Cade,h,s,2,6.45,4.08,0.94
199,Cade,h,s,2,10.55,4,0.82
199,Cade,h,s,2,15.92,3.85,1.01
199,Cade,h,s,2,13.79,3.85,0.78
199,Cade,h,s,2,10.28,3.78,0.81
199,Cade,h,s,2,13.13,3.74,0.88
199,Cade,h,s,2,9.93,3.72,0.93
199,Cade,h,s,2,11.82,3.71,0.7
199,Cade,h,s,2,9.91,3.71,0.96
199,Cade,h,s,2,21.55,3.66,1.9
199,Cade,h,s,2,8.62,3.66,0.85
199,Cade,h,s,2,8.3,3.56,1.01
199,Cade,h,s,2,5.54,3.51,0.78
199,Cade,h,s,2,5.56,3.42,0.69
199,Cade,h,s,2,8.98,3.4,0.72
199,Cade,h,s,2,4.34,3.38,0.65
199,Cade,h,s,2,8.06,3.28,1.13
199,Cade,h,s,2,21.19,3.17,1.82
199,Cade,h,s,2,8.58,3.17,1.03
199,Cade,h,s,2,9.91,3.14,0.77
199,Cade,h,s,2,11.48,3.09,1.46
199,Cade,h,s,2,12.77,3.08,1.33
199,Cade,h,s,2,5.38,2.99,0.72
199,Cade,h,s,2,6.59,2.92,0.79
199,Cade,h,s,2,4.46,2.91,0.83
199,Cade,h,s,2,9.33,2.9,1.22
199,Cade,h,s,2,8.09,2.85,0.67
199,Cade,h,s,2,5.97,2.84,0.58
199,Cade,h,s,2,15.32,2.83,0.91
199,Cade,h,s,2,5.64,2.83,0.82
199,Cade,h,s,2,6.99,2.82,1.2
199,Cade,h,s,2,5.46,2.82,0.92
199,Cade,h,s,2,8.29,2.8,0.69
199,Cade,h,s,2,7.65,2.8,1
199,Cade,h,s,2,4.69,2.8,0.84
199,Cade,h,s,2,6.61,2.77,1.37
199,Cade,h,s,2,6.12,2.76,1.23
199,Cade,h,s,2,6.25,2.74,0.93
199,Cade,h,s,2,7.39,2.72,0.95
199,Cade,h,s,2,5.57,2.71,0.96
199,Cade,h,s,2,4.31,2.71,0.63
