"Plot Title: Experiment "
"#","Time, GMT-05:00","K-Type, °C","Started","Host Connected","Stopped","End Of File"
1,07/18/16 11:40:26.668 AM,30.68,Logged,,,
2,07/18/16 11:40:27.668 AM,30.34,,,,
3,07/18/16 11:40:28.668 AM,30.34,,,,
4,07/18/16 11:40:29.668 AM,30.34,,,,
5,07/18/16 11:40:30.668 AM,30.34,,,,
6,07/18/16 11:40:31.668 AM,30.34,,,,
7,07/18/16 11:40:32.668 AM,30.34,,,,
8,07/18/16 11:40:33.668 AM,30.34,,,,
9,07/18/16 11:40:34.668 AM,30.34,,,,
10,07/18/16 11:40:35.668 AM,30.34,,,,
11,07/18/16 11:40:36.668 AM,30.34,,,,
12,07/18/16 11:40:37.668 AM,30.34,,,,
13,07/18/16 11:40:38.668 AM,30.34,,,,
14,07/18/16 11:40:39.668 AM,30.34,,,,
15,07/18/16 11:40:40.668 AM,30.34,,,,
16,07/18/16 11:40:41.668 AM,30.34,,,,
17,07/18/16 11:40:42.668 AM,30.34,,,,
18,07/18/16 11:40:43.668 AM,30.34,,,,
19,07/18/16 11:40:44.668 AM,30.34,,,,
20,07/18/16 11:40:45.668 AM,30.68,,,,
21,07/18/16 11:40:46.668 AM,30.34,,,,
22,07/18/16 11:40:47.668 AM,30.34,,,,
23,07/18/16 11:40:48.668 AM,30.34,,,,
24,07/18/16 11:40:49.668 AM,30.34,,,,
25,07/18/16 11:40:50.668 AM,30.34,,,,
26,07/18/16 11:40:51.668 AM,30.34,,,,
27,07/18/16 11:40:52.668 AM,30.34,,,,
28,07/18/16 11:40:53.668 AM,30.34,,,,
29,07/18/16 11:40:54.668 AM,30.34,,,,
30,07/18/16 11:40:55.668 AM,30.34,,,,
31,07/18/16 11:40:56.668 AM,30.68,,,,
32,07/18/16 11:40:57.668 AM,30.68,,,,
33,07/18/16 11:40:58.668 AM,30.34,,,,
34,07/18/16 11:40:59.668 AM,30.68,,,,
35,07/18/16 11:41:00.668 AM,30.34,,,,
36,07/18/16 11:41:01.668 AM,30.34,,,,
37,07/18/16 11:41:02.668 AM,30.34,,,,
38,07/18/16 11:41:03.668 AM,30.34,,,,
39,07/18/16 11:41:04.668 AM,30.34,,,,
40,07/18/16 11:41:05.668 AM,30.34,,,,
41,07/18/16 11:41:06.668 AM,30.34,,,,
42,07/18/16 11:41:07.668 AM,30.34,,,,
43,07/18/16 11:41:08.668 AM,30.68,,,,
44,07/18/16 11:41:09.668 AM,30.34,,,,
45,07/18/16 11:41:10.668 AM,30.34,,,,
46,07/18/16 11:41:11.668 AM,30.34,,,,
47,07/18/16 11:41:12.668 AM,30.68,,,,
48,07/18/16 11:41:13.668 AM,30.68,,,,
49,07/18/16 11:41:14.668 AM,30.34,,,,
50,07/18/16 11:41:15.668 AM,30.68,,,,
51,07/18/16 11:41:16.668 AM,30.68,,,,
52,07/18/16 11:41:17.668 AM,30.68,,,,
53,07/18/16 11:41:18.668 AM,30.68,,,,
54,07/18/16 11:41:19.668 AM,30.68,,,,
55,07/18/16 11:41:20.668 AM,30.68,,,,
56,07/18/16 11:41:21.668 AM,30.34,,,,
57,07/18/16 11:41:22.668 AM,30.68,,,,
58,07/18/16 11:41:23.668 AM,30.68,,,,
59,07/18/16 11:41:24.668 AM,30.68,,,,
60,07/18/16 11:41:25.668 AM,30.68,,,,
61,07/18/16 11:41:26.668 AM,30.68,,,,
62,07/18/16 11:41:27.668 AM,30.68,,,,
63,07/18/16 11:41:28.668 AM,30.68,,,,
64,07/18/16 11:41:29.668 AM,30.68,,,,
65,07/18/16 11:41:30.668 AM,30.68,,,,
66,07/18/16 11:41:31.668 AM,30.68,,,,
67,07/18/16 11:41:32.668 AM,30.68,,,,
68,07/18/16 11:41:33.668 AM,30.68,,,,
69,07/18/16 11:41:34.668 AM,30.68,,,,
70,07/18/16 11:41:35.668 AM,30.68,,,,
71,07/18/16 11:41:36.668 AM,30.68,,,,
72,07/18/16 11:41:37.668 AM,30.68,,,,
73,07/18/16 11:41:38.668 AM,30.68,,,,
74,07/18/16 11:41:39.668 AM,30.68,,,,
75,07/18/16 11:41:40.668 AM,30.68,,,,
76,07/18/16 11:41:41.668 AM,30.68,,,,
77,07/18/16 11:41:42.668 AM,30.68,,,,
78,07/18/16 11:41:43.668 AM,30.68,,,,
79,07/18/16 11:41:44.668 AM,30.34,,,,
80,07/18/16 11:41:45.668 AM,30.68,,,,
81,07/18/16 11:41:46.668 AM,30.68,,,,
82,07/18/16 11:41:47.668 AM,30.34,,,,
83,07/18/16 11:41:48.668 AM,30.34,,,,
84,07/18/16 11:41:49.668 AM,30.34,,,,
85,07/18/16 11:41:50.668 AM,30.68,,,,
86,07/18/16 11:41:51.668 AM,30.34,,,,
87,07/18/16 11:41:52.668 AM,30.68,,,,
88,07/18/16 11:41:53.668 AM,30.68,,,,
89,07/18/16 11:41:54.668 AM,30.68,,,,
90,07/18/16 11:41:55.668 AM,30.68,,,,
91,07/18/16 11:41:56.668 AM,30.68,,,,
92,07/18/16 11:41:57.668 AM,30.68,,,,
93,07/18/16 11:41:58.668 AM,30.34,,,,
94,07/18/16 11:41:59.668 AM,30.68,,,,
95,07/18/16 11:42:00.668 AM,30.68,,,,
96,07/18/16 11:42:01.668 AM,30.34,,,,
97,07/18/16 11:42:02.668 AM,30.68,,,,
98,07/18/16 11:42:03.668 AM,30.68,,,,
99,07/18/16 11:42:04.668 AM,30.68,,,,
100,07/18/16 11:42:05.668 AM,30.68,,,,
101,07/18/16 11:42:06.668 AM,30.68,,,,
102,07/18/16 11:42:07.668 AM,30.34,,,,
103,07/18/16 11:42:08.668 AM,30.34,,,,
104,07/18/16 11:42:09.668 AM,30.68,,,,
105,07/18/16 11:42:10.668 AM,30.34,,,,
106,07/18/16 11:42:11.668 AM,30.68,,,,
107,07/18/16 11:42:12.668 AM,30.34,,,,
108,07/18/16 11:42:13.668 AM,30.68,,,,
109,07/18/16 11:42:14.668 AM,30.34,,,,
110,07/18/16 11:42:15.668 AM,30.34,,,,
111,07/18/16 11:42:16.668 AM,30.34,,,,
112,07/18/16 11:42:17.668 AM,30.34,,,,
113,07/18/16 11:42:18.668 AM,30.34,,,,
114,07/18/16 11:42:19.668 AM,30.34,,,,
115,07/18/16 11:42:20.668 AM,30.34,,,,
116,07/18/16 11:42:21.668 AM,30.34,,,,
117,07/18/16 11:42:22.668 AM,30.34,,,,
118,07/18/16 11:42:23.668 AM,30.34,,,,
119,07/18/16 11:42:24.668 AM,30.34,,,,
120,07/18/16 11:42:25.668 AM,30.34,,,,
121,07/18/16 11:42:26.668 AM,30.34,,,,
122,07/18/16 11:42:27.668 AM,30.34,,,,
123,07/18/16 11:42:28.668 AM,30.68,,,,
