"Plot Title: 1283021 "
"#","Time, GMT-06:00","K-Type, °C","Started","Host Connected","Stopped","End Of File"
1,06/02/14 09:06:38.636 AM,25.65,Logged,,,
2,06/02/14 09:06:39.636 AM,25.65,,,,
3,06/02/14 09:06:40.636 AM,25.65,,,,
4,06/02/14 09:06:41.636 AM,25.65,,,,
5,06/02/14 09:06:42.636 AM,25.65,,,,
6,06/02/14 09:06:43.636 AM,25.65,,,,
7,06/02/14 09:06:44.636 AM,25.65,,,,
8,06/02/14 09:06:45.636 AM,25.65,,,,
9,06/02/14 09:06:46.636 AM,25.65,,,,
10,06/02/14 09:06:47.636 AM,25.65,,,,
11,06/02/14 09:06:48.636 AM,25.65,,,,
12,06/02/14 09:06:49.636 AM,25.65,,,,
13,06/02/14 09:06:50.636 AM,25.65,,,,
14,06/02/14 09:06:51.636 AM,25.65,,,,
15,06/02/14 09:06:52.636 AM,25.65,,,,
16,06/02/14 09:06:53.636 AM,25.65,,,,
17,06/02/14 09:06:54.636 AM,25.65,,,,
18,06/02/14 09:06:55.636 AM,25.65,,,,
19,06/02/14 09:06:56.636 AM,25.65,,,,
20,06/02/14 09:06:57.636 AM,25.65,,,,
21,06/02/14 09:06:58.636 AM,25.65,,,,
22,06/02/14 09:06:59.636 AM,25.65,,,,
23,06/02/14 09:07:00.636 AM,25.65,,,,
24,06/02/14 09:07:01.636 AM,25.65,,,,
25,06/02/14 09:07:02.636 AM,25.65,,,,
26,06/02/14 09:07:03.636 AM,25.65,,,,
27,06/02/14 09:07:04.636 AM,25.65,,,,
28,06/02/14 09:07:05.636 AM,25.65,,,,
29,06/02/14 09:07:06.636 AM,25.65,,,,
30,06/02/14 09:07:07.636 AM,25.65,,,,
31,06/02/14 09:07:08.636 AM,25.65,,,,
32,06/02/14 09:07:09.636 AM,25.65,,,,
33,06/02/14 09:07:10.636 AM,25.65,,,,
34,06/02/14 09:07:11.636 AM,25.65,,,,
35,06/02/14 09:07:12.636 AM,25.65,,,,
36,06/02/14 09:07:13.636 AM,25.65,,,,
37,06/02/14 09:07:14.636 AM,25.65,,,,
38,06/02/14 09:07:15.636 AM,25.65,,,,
39,06/02/14 09:07:16.636 AM,25.65,,,,
40,06/02/14 09:07:17.636 AM,25.65,,,,
41,06/02/14 09:07:18.636 AM,25.65,,,,
42,06/02/14 09:07:19.636 AM,25.65,,,,
43,06/02/14 09:07:20.636 AM,25.65,,,,
44,06/02/14 09:07:21.636 AM,25.65,,,,
45,06/02/14 09:07:22.636 AM,25.65,,,,
46,06/02/14 09:07:23.636 AM,25.65,,,,
47,06/02/14 09:07:24.636 AM,25.65,,,,
48,06/02/14 09:07:25.636 AM,25.65,,,,
49,06/02/14 09:07:26.636 AM,25.65,,,,
50,06/02/14 09:07:27.636 AM,25.65,,,,
51,06/02/14 09:07:28.636 AM,25.65,,,,
52,06/02/14 09:07:29.636 AM,25.65,,,,
53,06/02/14 09:07:30.636 AM,25.65,,,,
54,06/02/14 09:07:31.636 AM,25.65,,,,
55,06/02/14 09:07:32.636 AM,25.32,,,,
56,06/02/14 09:07:33.636 AM,25.65,,,,
57,06/02/14 09:07:34.636 AM,25.65,,,,
58,06/02/14 09:07:35.636 AM,25.65,,,,
59,06/02/14 09:07:36.636 AM,25.65,,,,
60,06/02/14 09:07:37.636 AM,25.65,,,,
61,06/02/14 09:07:38.636 AM,25.32,,,,
62,06/02/14 09:07:39.636 AM,25.65,,,,
63,06/02/14 09:07:40.636 AM,25.65,,,,
64,06/02/14 09:07:41.636 AM,25.65,,,,
65,06/02/14 09:07:42.636 AM,25.65,,,,
66,06/02/14 09:07:43.636 AM,25.65,,,,
67,06/02/14 09:07:44.636 AM,25.32,,,,
68,06/02/14 09:07:45.636 AM,25.65,,,,
69,06/02/14 09:07:46.636 AM,25.65,,,,
70,06/02/14 09:07:47.636 AM,25.65,,,,
71,06/02/14 09:07:48.636 AM,25.65,,,,
72,06/02/14 09:07:49.636 AM,25.65,,,,
73,06/02/14 09:07:50.636 AM,25.65,,,,
74,06/02/14 09:07:51.636 AM,25.65,,,,
75,06/02/14 09:07:52.636 AM,25.65,,,,
76,06/02/14 09:07:53.636 AM,25.32,,,,
77,06/02/14 09:07:54.636 AM,25.32,,,,
78,06/02/14 09:07:55.636 AM,25.65,,,,
79,06/02/14 09:07:56.636 AM,25.32,,,,
80,06/02/14 09:07:57.636 AM,25.65,,,,
81,06/02/14 09:07:58.636 AM,25.32,,,,
82,06/02/14 09:07:59.636 AM,25.65,,,,
83,06/02/14 09:08:00.636 AM,25.65,,,,
84,06/02/14 09:08:01.636 AM,25.65,,,,
85,06/02/14 09:08:02.636 AM,25.65,,,,
86,06/02/14 09:08:03.636 AM,25.32,,,,
87,06/02/14 09:08:04.636 AM,25.32,,,,
88,06/02/14 09:08:05.636 AM,25.32,,,,
89,06/02/14 09:08:06.636 AM,25.65,,,,
90,06/02/14 09:08:07.636 AM,25.32,,,,
91,06/02/14 09:08:08.636 AM,25.65,,,,
92,06/02/14 09:08:09.636 AM,25.65,,,,
93,06/02/14 09:08:10.636 AM,25.65,,,,
94,06/02/14 09:08:11.636 AM,25.65,,,,
95,06/02/14 09:08:12.636 AM,25.65,,,,
96,06/02/14 09:08:13.636 AM,25.65,,,,
97,06/02/14 09:08:14.636 AM,25.65,,,,
98,06/02/14 09:08:15.636 AM,25.65,,,,
99,06/02/14 09:08:16.636 AM,25.65,,,,
100,06/02/14 09:08:17.636 AM,25.65,,,,
101,06/02/14 09:08:18.636 AM,25.65,,,,
102,06/02/14 09:08:19.636 AM,25.65,,,,
103,06/02/14 09:08:20.636 AM,25.65,,,,
104,06/02/14 09:08:21.636 AM,25.65,,,,
105,06/02/14 09:08:22.636 AM,25.65,,,,
106,06/02/14 09:08:23.636 AM,25.65,,,,
107,06/02/14 09:08:24.636 AM,25.65,,,,
108,06/02/14 09:08:25.636 AM,25.65,,,,
109,06/02/14 09:08:26.636 AM,25.65,,,,
110,06/02/14 09:08:27.636 AM,25.65,,,,
111,06/02/14 09:08:28.636 AM,25.65,,,,
112,06/02/14 09:08:29.636 AM,25.65,,,,
113,06/02/14 09:08:30.636 AM,25.65,,,,
114,06/02/14 09:08:31.636 AM,25.65,,,,
115,06/02/14 09:08:32.636 AM,25.65,,,,
116,06/02/14 09:08:33.636 AM,25.65,,,,
